Date,ATFL
2013-01-01,524.2
2013-01-02,512.55
2013-01-03,518.4
2013-01-04,511.7
2013-01-07,513.0
2013-01-08,515.05
2013-01-09,510.7
2013-01-10,509.8
2013-01-11,508.8
2013-01-14,513.05
2013-01-15,513.2
2013-01-16,501.85
2013-01-17,501.1
2013-01-18,501.0
2013-01-21,506.65
2013-01-22,501.8
2013-01-23,509.65
2013-01-24,512.4
2013-01-25,518.65
2013-01-28,519.2
2013-01-29,517.9
2013-01-30,516.65
2013-01-31,513.5
2013-02-01,517.65
2013-02-04,507.3
2013-02-05,507.15
2013-02-06,511.55
2013-02-07,502.8
2013-02-08,500.75
2013-02-11,498.0
2013-02-12,498.85
2013-02-13,495.25
2013-02-14,493.1
2013-02-15,500.15
2013-02-18,509.3
2013-02-19,510.2
2013-02-20,520.55
2013-02-21,517.95
2013-02-22,509.9
2013-02-25,502.35
2013-02-26,495.2
2013-02-27,492.55
2013-02-28,493.1
2013-03-01,490.1
2013-03-04,475.5
2013-03-05,477.6
2013-03-06,479.2
2013-03-07,479.65
2013-03-08,478.75
2013-03-11,481.1
2013-03-12,477.4
2013-03-13,479.75
2013-03-14,471.5
2013-03-15,473.0
2013-03-18,482.85
2013-03-19,485.15
2013-03-20,479.65
2013-03-21,474.45
2013-03-22,481.0
2013-03-25,463.4
2013-03-26,475.75
2013-03-28,493.65
2013-04-01,498.2
2013-04-02,490.1
2013-04-03,493.75
2013-04-04,490.15
2013-04-05,492.0
2013-04-08,492.05
2013-04-09,496.85
2013-04-10,495.0
2013-04-11,500.3
2013-04-12,499.9
2013-04-15,501.3
2013-04-16,494.35
2013-04-17,493.95
2013-04-18,516.35
2013-04-22,521.25
2013-04-23,526.0
2013-04-25,515.4
2013-04-26,520.7
2013-04-29,520.2
2013-04-30,523.4
2013-05-02,529.0
2013-05-03,527.55
2013-05-06,533.75
2013-05-07,548.8
2013-05-08,549.6
2013-05-09,544.85
2013-05-10,553.45
2013-05-11,551.75
2013-05-13,541.0
2013-05-14,529.0
2013-05-15,541.45
2013-05-16,540.3
2013-05-17,556.3
2013-05-20,558.65
2013-05-21,564.05
2013-05-22,566.8
2013-05-23,564.85
2013-05-24,561.35
2013-05-27,562.6
2013-05-28,560.65
2013-05-29,558.35
2013-05-30,562.4
2013-05-31,560.25
2013-06-03,560.3
2013-06-04,547.9
2013-06-05,555.15
2013-06-06,575.65
2013-06-07,559.45
2013-06-10,550.2
2013-06-11,533.8
2013-06-12,525.5
2013-06-13,525.0
2013-06-14,529.95
2013-06-17,523.6
2013-06-18,523.0
2013-06-19,526.85
2013-06-20,518.8
2013-06-21,516.05
2013-06-24,516.6
2013-06-25,517.0
2013-06-26,524.75
2013-06-27,520.15
2013-06-28,534.65
2013-07-01,537.1
2013-07-02,533.05
2013-07-03,531.0
2013-07-04,529.3
2013-07-05,528.35
2013-07-08,524.85
2013-07-09,525.1
2013-07-10,527.3
2013-07-11,538.35
2013-07-12,552.6
2013-07-15,555.1
2013-07-16,552.0
2013-07-17,563.5
2013-07-18,570.35
2013-07-19,569.8
2013-07-22,565.95
2013-07-23,573.35
2013-07-24,560.45
2013-07-25,561.0
2013-07-26,553.05
2013-07-29,561.35
2013-07-30,553.55
2013-07-31,529.15
2013-08-01,525.15
2013-08-02,523.95
2013-08-05,526.25
2013-08-06,520.75
2013-08-07,520.65
2013-08-08,520.7
2013-08-12,528.05
2013-08-13,528.55
2013-08-14,528.8
2013-08-16,515.65
2013-08-19,519.8
2013-08-20,523.0
2013-08-21,518.5
2013-08-22,518.7
2013-08-23,496.0
2013-08-26,500.9
2013-08-27,496.1
2013-08-28,482.95
2013-08-29,488.6
2013-08-30,478.4
2013-09-02,478.75
2013-09-03,476.55
2013-09-04,480.5
2013-09-05,477.2
2013-09-06,483.15
2013-09-10,482.85
2013-09-11,494.05
2013-09-12,508.15
2013-09-13,485.3
2013-09-16,486.0
2013-09-17,489.05
2013-09-18,489.65
2013-09-19,504.55
2013-09-20,505.7
2013-09-23,495.05
2013-09-24,499.8
2013-09-25,508.3
2013-09-26,513.5
2013-09-27,504.75
2013-09-30,524.65
2013-10-01,515.0
2013-10-03,506.35
2013-10-04,508.3
2013-10-07,519.35
2013-10-08,525.5
2013-10-09,529.35
2013-10-10,533.95
2013-10-11,520.25
2013-10-14,524.1
2013-10-15,510.45
2013-10-17,517.05
2013-10-18,510.8
2013-10-21,515.0
2013-10-22,526.7
2013-10-23,524.85
2013-10-24,500.7
2013-10-25,510.25
2013-10-28,516.1
2013-10-29,508.25
2013-10-30,508.6
2013-10-31,518.15
2013-11-01,537.6
2013-11-03,543.35
2013-11-05,518.45
2013-11-06,519.4
2013-11-07,516.95
2013-11-08,515.7
2013-11-11,512.4
2013-11-12,510.2
2013-11-13,512.25
2013-11-14,518.05
2013-11-18,513.4
2013-11-19,517.3
2013-11-20,520.05
2013-11-21,520.05
2013-11-22,511.9
2013-11-25,510.95
2013-11-26,510.2
2013-11-27,510.7
2013-11-28,514.05
2013-11-29,522.75
2013-12-02,522.3
2013-12-03,519.85
2013-12-04,516.75
2013-12-05,513.3
2013-12-06,514.35
2013-12-09,508.95
2013-12-10,500.4
2013-12-11,505.85
2013-12-12,508.6
2013-12-13,508.05
2013-12-16,519.65
2013-12-17,516.0
2013-12-18,510.35
2013-12-19,517.7
2013-12-20,520.75
2013-12-23,521.45
2013-12-24,516.1
2013-12-26,516.7
2013-12-27,521.0
2013-12-30,527.5
2013-12-31,549.15
