Date,TATAGLOBAL
2013-01-01,160.8
2013-01-02,166.65
2013-01-03,165.85
2013-01-04,164.15
2013-01-07,162.75
2013-01-08,163.75
2013-01-09,162.45
2013-01-10,161.0
2013-01-11,158.65
2013-01-14,159.45
2013-01-15,158.55
2013-01-16,156.5
2013-01-17,154.95
2013-01-18,153.0
2013-01-21,154.0
2013-01-22,151.85
2013-01-23,149.0
2013-01-24,145.5
2013-01-25,148.0
2013-01-28,147.65
2013-01-29,147.75
2013-01-30,143.9
2013-01-31,149.35
2013-02-01,146.8
2013-02-04,145.15
2013-02-05,141.5
2013-02-06,142.25
2013-02-07,144.85
2013-02-08,142.5
2013-02-11,140.8
2013-02-12,142.05
2013-02-13,141.55
2013-02-14,139.05
2013-02-15,141.05
2013-02-18,141.9
2013-02-19,146.35
2013-02-20,145.05
2013-02-21,138.0
2013-02-22,138.15
2013-02-25,133.4
2013-02-26,131.85
2013-02-27,132.2
2013-02-28,125.2
2013-03-01,127.95
2013-03-04,126.6
2013-03-05,132.05
2013-03-06,130.05
2013-03-07,131.65
2013-03-08,134.1
2013-03-11,132.75
2013-03-12,133.2
2013-03-13,133.5
2013-03-14,134.35
2013-03-15,133.4
2013-03-18,131.1
2013-03-19,130.15
2013-03-20,128.35
2013-03-21,124.6
2013-03-22,125.9
2013-03-25,123.55
2013-03-26,123.5
2013-03-28,127.85
2013-04-01,131.45
2013-04-02,134.2
2013-04-03,130.65
2013-04-04,127.4
2013-04-05,128.2
2013-04-08,132.8
2013-04-09,130.15
2013-04-10,131.0
2013-04-11,131.4
2013-04-12,131.75
2013-04-15,132.3
2013-04-16,133.65
2013-04-17,137.1
2013-04-18,138.75
2013-04-22,140.55
2013-04-23,138.35
2013-04-25,136.05
2013-04-26,140.4
2013-04-29,144.25
2013-04-30,147.25
2013-05-02,149.0
2013-05-03,147.35
2013-05-06,147.55
2013-05-07,149.05
2013-05-08,151.0
2013-05-09,148.05
2013-05-10,146.15
2013-05-11,147.7
2013-05-13,146.45
2013-05-14,141.0
2013-05-15,147.3
2013-05-16,143.25
2013-05-17,146.6
2013-05-20,144.05
2013-05-21,144.4
2013-05-22,142.65
2013-05-23,138.75
2013-05-24,141.3
2013-05-27,143.7
2013-05-28,144.7
2013-05-29,143.0
2013-05-30,148.0
2013-05-31,145.9
2013-06-03,147.05
2013-06-04,149.9
2013-06-05,150.2
2013-06-06,149.6
2013-06-07,149.1
2013-06-10,146.0
2013-06-11,142.6
2013-06-12,141.6
2013-06-13,139.1
2013-06-14,139.95
2013-06-17,140.4
2013-06-18,142.9
2013-06-19,143.5
2013-06-20,140.8
2013-06-21,136.4
2013-06-24,133.35
2013-06-25,133.9
2013-06-26,133.45
2013-06-27,129.3
2013-06-28,134.4
2013-07-01,141.5
2013-07-02,140.1
2013-07-03,141.6
2013-07-04,143.5
2013-07-05,145.15
2013-07-08,147.45
2013-07-09,145.1
2013-07-10,149.1
2013-07-11,147.65
2013-07-12,147.6
2013-07-15,154.05
2013-07-16,153.75
2013-07-17,157.05
2013-07-18,154.95
2013-07-19,155.7
2013-07-22,154.6
2013-07-23,154.75
2013-07-24,153.55
2013-07-25,151.75
2013-07-26,156.7
2013-07-29,159.4
2013-07-30,158.85
2013-07-31,159.7
2013-08-01,147.05
2013-08-02,146.4
2013-08-05,142.8
2013-08-06,137.95
2013-08-07,141.9
2013-08-08,146.5
2013-08-12,145.5
2013-08-13,146.55
2013-08-14,147.65
2013-08-16,140.45
2013-08-19,141.65
2013-08-20,140.9
2013-08-21,141.9
2013-08-22,146.25
2013-08-23,146.75
2013-08-26,144.05
2013-08-27,141.3
2013-08-28,136.05
2013-08-29,137.95
2013-08-30,139.0
2013-09-02,143.8
2013-09-03,141.55
2013-09-04,143.85
2013-09-05,147.2
2013-09-06,147.0
2013-09-10,146.65
2013-09-11,150.7
2013-09-12,150.75
2013-09-13,152.15
2013-09-16,150.05
2013-09-17,148.05
2013-09-18,147.65
2013-09-19,150.55
2013-09-20,149.0
2013-09-23,144.9
2013-09-24,143.15
2013-09-25,145.9
2013-09-26,145.95
2013-09-27,146.2
2013-09-30,143.85
2013-10-01,149.8
2013-10-03,155.2
2013-10-04,153.0
2013-10-07,156.2
2013-10-08,155.8
2013-10-09,155.55
2013-10-10,160.15
2013-10-11,160.05
2013-10-14,159.45
2013-10-15,158.05
2013-10-17,162.0
2013-10-18,164.2
2013-10-21,159.6
2013-10-22,161.85
2013-10-23,158.75
2013-10-24,165.45
2013-10-25,163.85
2013-10-28,163.25
2013-10-29,162.4
2013-10-30,165.0
2013-10-31,164.0
2013-11-01,167.7
2013-11-03,169.5
2013-11-05,167.6
2013-11-06,163.55
2013-11-07,160.35
2013-11-08,160.1
2013-11-11,156.55
2013-11-12,154.55
2013-11-13,144.3
2013-11-14,143.95
2013-11-18,147.7
2013-11-19,144.55
2013-11-20,145.35
2013-11-21,143.65
2013-11-22,141.8
2013-11-25,142.4
2013-11-26,145.5
2013-11-27,145.05
2013-11-28,147.65
2013-11-29,148.9
2013-12-02,149.3
2013-12-03,146.8
2013-12-04,145.55
2013-12-05,146.65
2013-12-06,146.2
2013-12-09,146.7
2013-12-10,147.45
2013-12-11,147.0
2013-12-12,146.75
2013-12-13,145.15
2013-12-16,143.45
2013-12-17,144.75
2013-12-18,148.2
2013-12-19,147.5
2013-12-20,153.1
2013-12-23,154.7
2013-12-24,157.25
2013-12-26,161.05
2013-12-27,158.05
2013-12-30,159.8
2013-12-31,160.45
