Date,HERITGFOOD
2017-01-02,860.9
2017-01-03,879.7
2017-01-04,895.25
2017-01-05,888.55
2017-01-06,889.55
2017-01-09,874.1
2017-01-10,873.55
2017-01-11,881.8
2017-01-12,878.4
2017-01-13,875.4
2017-01-16,867.45
2017-01-17,860.9
2017-01-18,863.05
2017-01-19,917.5
2017-01-20,911.0
2017-01-23,941.9
2017-01-24,961.1
2017-01-25,972.45
2017-01-27,984.75
2017-01-30,984.1
2017-01-31,991.65
2017-02-01,1041.4
2017-02-02,1063.95
2017-02-03,1065.45
2017-02-06,1067.5
2017-02-07,1066.65
2017-02-08,1059.65
2017-02-09,1064.25
2017-02-10,1104.35
2017-02-13,1165.75
2017-02-14,1124.25
2017-02-15,1109.7
2017-02-16,1141.1
2017-02-17,1134.1
2017-02-20,1123.05
2017-02-21,1104.55
2017-02-22,1110.75
2017-02-23,1104.0
2017-02-27,1095.9
2017-02-28,1109.6
2017-03-01,1118.2
2017-03-02,1106.2
2017-03-03,1100.7
2017-03-06,1110.45
2017-03-07,1105.1
2017-03-08,1084.1
2017-03-09,1084.55
2017-03-10,1098.1
2017-03-14,1082.9
2017-03-15,1080.85
2017-03-16,1094.05
2017-03-17,1073.55
2017-03-20,1061.65
2017-03-21,1063.85
2017-03-22,1073.35
2017-03-23,1067.4
2017-03-24,1057.5
2017-03-27,1043.7
2017-03-28,1034.55
2017-03-29,1017.6
2017-03-30,1029.75
2017-03-31,1073.25
2017-04-03,1095.9
2017-04-05,1089.55
2017-04-06,1080.85
2017-04-07,1071.8
2017-04-10,1055.9
2017-04-11,1073.7
2017-04-12,1075.15
2017-04-13,1092.95
2017-04-17,1080.8
2017-04-18,1076.7
2017-04-19,1105.0
2017-04-20,1133.4
2017-04-21,1136.9
2017-04-24,1143.05
2017-04-25,1164.0
2017-04-26,1157.5
2017-04-27,1151.95
2017-04-28,1190.35
2017-05-02,1184.0
2017-05-03,1156.8
2017-05-04,1150.85
2017-05-05,1135.15
2017-05-08,1137.65
2017-05-09,1135.8
2017-05-10,1157.9
2017-05-11,1159.2
2017-05-12,1173.95
2017-05-15,1171.95
2017-05-16,1172.55
2017-05-17,1175.55
2017-05-18,1134.25
2017-05-19,1150.9
2017-05-22,1169.65
2017-05-23,1179.85
2017-05-24,1166.1
2017-05-25,1107.5
2017-05-26,1133.4
2017-05-29,1119.75
2017-05-30,1088.6
2017-05-31,1087.05
2017-06-01,1087.45
2017-06-02,1099.65
2017-06-05,1132.5
2017-06-06,1136.95
2017-06-07,1140.9
2017-06-08,1128.8
2017-06-09,1116.65
2017-06-12,1126.25
2017-06-13,1149.05
2017-06-14,1139.3
2017-06-15,1130.05
2017-06-16,1139.4
2017-06-19,1145.15
2017-06-20,1137.55
2017-06-21,1121.35
2017-06-22,1104.9
2017-06-23,1110.2
2017-06-27,1071.75
2017-06-28,1047.9
2017-06-29,1085.5
2017-06-30,1105.8
2017-07-03,1111.9
2017-07-04,1122.55
2017-07-05,1095.85
2017-07-06,1079.8
2017-07-07,1074.95
2017-07-10,1080.0
2017-07-11,1068.05
2017-07-12,1065.9
2017-07-13,1066.1
2017-07-14,1112.15
2017-07-17,1091.0
2017-07-18,1117.55
2017-07-19,1210.85
2017-07-20,1232.7
2017-07-21,1277.05
2017-07-24,1299.7
2017-07-25,1273.6
2017-07-26,1248.75
2017-07-27,1244.0
2017-07-28,1231.25
2017-07-31,1238.95
2017-08-01,1253.15
2017-08-02,1259.8
2017-08-03,1260.4
2017-08-04,1263.05
2017-08-07,1297.45
2017-08-08,1309.55
2017-08-09,1281.2
2017-08-10,1236.75
2017-08-11,1220.4
2017-08-14,1257.2
2017-08-16,1327.15
2017-08-17,1306.0
2017-08-18,1302.65
2017-08-21,1290.85
