Date,GRPLTD
2016-04-08,1060.0
2016-04-11,1027.5
2016-04-12,1026.0
2016-04-13,1050.0
2016-04-18,1040.0
2016-04-20,1050.4
2016-04-21,1073.95
2016-04-22,1091.6
2016-04-25,1061.35
2016-04-26,1047.75
2016-04-27,1076.9
2016-04-28,1070.4
2016-04-29,1094.45
2016-05-02,1137.75
2016-05-03,1125.0
2016-05-04,1082.85
2016-05-05,1084.3
2016-05-06,1061.75
2016-05-09,1085.15
2016-05-10,1120.25
2016-05-11,1142.15
2016-05-12,1160.0
2016-05-13,1156.0
2016-05-16,1131.2
2016-05-17,1133.05
2016-05-18,1130.0
2016-05-19,1116.4
2016-05-20,1148.0
2016-05-23,1101.5
2016-05-24,1100.0
2016-05-25,1100.0
2016-05-26,1082.0
2016-05-27,1034.2
2016-05-30,1050.0
2016-05-31,1051.0
2016-06-01,1050.0
2016-06-02,1027.0
2016-06-03,1040.35
2016-06-06,1073.55
2016-06-07,1069.0
2016-06-08,1074.0
2016-06-09,1064.8
2016-06-10,1040.05
2016-06-13,1075.0
2016-06-14,1065.5
2016-06-15,1074.0
2016-06-16,1068.5
2016-06-17,1051.05
2016-06-20,1087.0
2016-06-21,1106.05
2016-06-22,1088.95
2016-06-23,1081.0
2016-06-24,1107.0
2016-06-27,1057.0
2016-06-28,1101.0
2016-06-29,1109.9
2016-06-30,1117.45
2016-07-01,1144.7
2016-07-04,1096.25
2016-07-05,1111.0
2016-07-07,1147.3
2016-07-08,1136.0
2016-07-11,1174.95
2016-07-12,1150.0
2016-07-14,1147.5
2016-07-15,1126.2
2016-07-18,1126.0
2016-07-19,1120.0
2016-07-20,1130.0
2016-07-21,1105.55
2016-07-22,1131.0
2016-07-25,1133.0
2016-07-26,1140.05
2016-07-27,1194.85
2016-07-28,1253.65
2016-07-29,1306.95
2016-08-01,1300.9
2016-08-02,1275.6
2016-08-03,1277.85
2016-08-04,1280.0
2016-08-05,1256.0
2016-08-08,1323.6
2016-08-09,1396.2
2016-08-10,1400.05
2016-08-11,1395.65
2016-08-12,1400.0
2016-08-16,1400.0
2016-08-17,1400.0
2016-08-18,1400.0
2016-08-19,1400.1
2016-08-22,1399.8
2016-08-23,1397.95
2016-08-24,1408.25
2016-08-25,1396.8
2016-08-26,1397.1
2016-08-29,1382.0
2016-08-30,1400.0
2016-08-31,1400.05
2016-09-01,1408.0
2016-09-02,1408.0
2016-09-06,1420.0
2016-09-07,1419.9
2016-09-08,1405.75
2016-09-09,1422.95
2016-09-12,1402.0
2016-09-14,1383.35
2016-09-15,1420.45
2016-09-16,1424.1
2016-09-19,1420.0
2016-09-20,1410.0
2016-09-21,1417.4
2016-09-22,1400.0
2016-09-23,1424.9
2016-09-26,1403.1
2016-09-27,1400.0
2016-09-28,1400.0
2016-09-29,1375.0
2016-09-30,1425.85
2016-10-03,1602.6
2016-10-04,1546.55
2016-10-05,1579.2
2016-10-06,1602.15
2016-10-07,1543.1
2016-10-10,1534.6
2016-10-13,1557.0
2016-10-14,1570.0
2016-10-17,1507.0
2016-10-18,1510.0
2016-10-19,1535.0
2016-10-20,1502.65
2016-10-21,1512.05
2016-10-24,1548.0
2016-10-25,1518.0
2016-10-26,1493.3
2016-10-27,1490.0
2016-10-28,1524.95
2016-10-30,1500.0
2016-11-01,1529.95
2016-11-02,1528.95
2016-11-03,1550.0
2016-11-04,1503.9
2016-11-07,1495.8
2016-11-08,1482.5
2016-11-09,1499.0
2016-11-10,1606.15
2016-11-11,1539.5
2016-11-15,1460.0
2016-11-16,1452.4
2016-11-17,1479.8
2016-11-21,1471.3
2016-11-22,1445.4
2016-11-23,1450.0
2016-11-24,1450.0
2016-11-25,1450.0
2016-11-28,1425.0
2016-11-30,1473.45
2016-12-01,1438.4
2016-12-02,1440.0
2016-12-05,1405.65
2016-12-06,1484.5
2016-12-07,1425.5
2016-12-08,1499.75
2016-12-09,1481.0
2016-12-12,1498.95
2016-12-13,1505.05
2016-12-14,1494.95
2016-12-15,1496.0
2016-12-16,1436.3
2016-12-19,1432.95
2016-12-20,1400.0
2016-12-21,1414.4
2016-12-22,1427.0
2016-12-26,1381.25
2016-12-28,1410.8
2016-12-29,1425.0
2016-12-30,1400.0
2017-01-02,1381.85
2017-01-03,1428.5
2017-01-04,1447.0
2017-01-05,1451.65
2017-01-06,1441.5
2017-01-09,1485.0
2017-01-10,1509.75
2017-01-11,1549.7
2017-01-12,1550.0
2017-01-13,1550.0
2017-01-16,1570.95
2017-01-17,1543.55
2017-01-18,1587.95
2017-01-19,1588.8
2017-01-20,1570.0
2017-01-23,1588.7
2017-01-24,1629.5
2017-01-25,1747.5
2017-01-27,1744.55
2017-01-30,1675.25
2017-01-31,1663.65
2017-02-01,1669.0
2017-02-02,1666.95
2017-02-03,1572.75
2017-02-06,1561.15
2017-02-07,1555.0
2017-02-08,1530.1
2017-02-09,1491.0
2017-02-10,1518.0
2017-02-13,1503.5
2017-02-14,1500.7
2017-02-15,1507.95
2017-02-16,1507.7
2017-02-17,1589.2
2017-02-20,1703.5
2017-02-21,1653.05
2017-02-22,1662.95
2017-02-23,1601.55
2017-02-27,1622.4
2017-02-28,1580.5
2017-03-01,1600.85
2017-03-02,1598.75
2017-03-03,1614.15
2017-03-06,1580.8
2017-03-07,1616.45
2017-03-08,1582.4
2017-03-09,1616.5
2017-03-10,1602.15
2017-03-14,1578.9
2017-03-15,1551.0
2017-03-16,1581.15
2017-03-17,1585.15
2017-03-20,1589.65
2017-03-21,1607.7
2017-03-22,1611.25
2017-03-23,1609.9
2017-03-24,1655.25
2017-03-27,1671.2
2017-03-28,1658.7
2017-03-29,1672.1
2017-03-30,1608.2
2017-03-31,1602.05
2017-04-03,1602.95
2017-04-05,1602.65
2017-04-06,1606.15
2017-04-07,1671.2
2017-04-10,1678.4
2017-04-11,1701.5
2017-04-12,1753.0
2017-04-13,1759.95
2017-04-17,1750.0
2017-04-18,1767.2
2017-04-19,1716.8
2017-04-20,1699.35
2017-04-21,1709.75
2017-04-24,1682.85
2017-04-25,1700.65
2017-04-26,1726.35
2017-04-27,1669.6
2017-04-28,1710.65
2017-05-02,1657.05
2017-05-03,1650.65
2017-05-04,1697.7
2017-05-05,1678.25
2017-05-08,1680.0
2017-05-09,1668.55
2017-05-10,1650.0
2017-05-11,1664.75
2017-05-12,1660.0
2017-05-15,1650.0
2017-05-16,1673.35
2017-05-17,1697.75
2017-05-18,1707.0
2017-05-19,1707.95
2017-05-22,1698.65
2017-05-23,1761.3
2017-05-24,1750.0
2017-05-25,1769.85
2017-05-26,1729.65
2017-05-29,1671.9
2017-05-30,1636.4
2017-05-31,1549.95
2017-06-01,1553.95
2017-06-02,1537.45
2017-06-05,1495.0
2017-06-06,1456.5
2017-06-07,1442.8
2017-06-08,1415.8
2017-06-09,1419.1
2017-06-12,1397.5
2017-06-13,1400.0
2017-06-14,1390.0
2017-06-15,1370.5
2017-06-16,1397.2
2017-06-19,1392.6
2017-06-20,1418.75
2017-06-21,1435.6
2017-06-22,1441.65
2017-06-23,1424.65
2017-06-27,1401.95
2017-06-28,1394.95
2017-06-29,1391.0
2017-06-30,1385.4
2017-07-03,1384.2
2017-07-04,1400.0
2017-07-05,1390.0
2017-07-06,1390.0
2017-07-07,1400.0
2017-07-10,1400.0
2017-07-11,1425.9
2017-07-12,1418.95
2017-07-13,1408.5
2017-07-14,1393.3
2017-07-17,1429.55
2017-07-18,1465.7
2017-07-19,1450.75
2017-07-20,1376.5
2017-07-21,1375.1
2017-07-24,1389.0
2017-07-25,1388.8
2017-07-26,1366.5
2017-07-27,1366.05
2017-07-28,1381.95
2017-07-31,1388.1
2017-08-01,1369.35
2017-08-02,1339.65
2017-08-03,1320.15
2017-08-04,1334.6
2017-08-07,1444.8
2017-08-08,1405.0
2017-08-09,1390.45
2017-08-10,1370.85
2017-08-11,1345.7
2017-08-14,1349.95
2017-08-16,1369.0
2017-08-17,1325.0
2017-08-18,1337.9
2017-08-21,1333.0
2017-08-22,1307.75
2017-08-23,1320.0
2017-08-24,1306.0
2017-08-28,1319.95
2017-08-29,1289.85
2017-08-30,1292.6
2017-08-31,1296.0
2017-09-01,1319.0
2017-09-04,1320.0
2017-09-05,1300.0
2017-09-06,1318.95
2017-09-07,1320.0
2017-09-08,1312.0
2017-09-11,1311.6
2017-09-12,1288.15
2017-09-13,1276.85
2017-09-14,1245.7
2017-09-15,1246.5
2017-09-18,1246.3
2017-09-19,1254.5
2017-09-20,1259.75
2017-09-21,1247.0
2017-09-22,1220.0
2017-09-25,1186.8
2017-09-26,1195.0
2017-09-27,1190.0
2017-09-28,1205.0
2017-09-29,1242.4
2017-10-03,1205.05
2017-10-04,1195.05
2017-10-05,1195.0
2017-10-06,1212.0
2017-10-09,1200.0
2017-10-10,1199.9
2017-10-11,1195.0
2017-10-12,1195.0
2017-10-13,1180.25
2017-10-16,1193.35
2017-10-17,1200.0
2017-10-18,1185.0
2017-10-19,1267.0
2017-10-23,1283.8
2017-10-24,1319.15
2017-10-25,1303.0
2017-10-26,1300.0
2017-10-27,1292.0
2017-10-30,1280.1
2017-10-31,1315.0
2017-11-01,1342.35
2017-11-02,1339.55
2017-11-03,1310.65
2017-11-06,1320.0
2017-11-07,1332.15
2017-11-08,1345.2
2017-11-09,1351.7
2017-11-10,1387.0
2017-11-13,1370.0
2017-11-14,1348.7
2017-11-15,1365.05
2017-11-16,1340.0
2017-11-17,1394.4
2017-11-20,1350.0
2017-11-21,1336.0
2017-11-22,1343.95
2017-11-23,1324.9
2017-11-24,1289.55
2017-11-27,1319.1
2017-11-28,1335.0
2017-11-29,1324.8
2017-11-30,1288.5
2017-12-01,1350.0
2017-12-04,1362.25
2017-12-05,1330.75
2017-12-06,1323.85
2017-12-07,1339.0
2017-12-08,1317.85
2017-12-11,1329.0
2017-12-12,1303.8
2017-12-13,1305.0
2017-12-14,1310.0
2017-12-15,1303.6
2017-12-18,1310.0
2017-12-19,1311.0
2017-12-20,1300.0
2017-12-21,1318.75
2017-12-22,1339.15
2017-12-26,1350.0
2017-12-27,1332.1
2017-12-28,1345.95
2017-12-29,1350.0
