Date,TTKHLTCARE
2016-06-28,928.05
2016-06-29,940.4
2016-06-30,944.0
2016-07-01,945.0
2016-07-04,940.0
2016-07-05,923.95
2016-07-07,947.5
2016-07-08,950.95
2016-07-11,938.65
2016-07-12,952.85
2016-07-13,952.85
2016-07-14,951.2
2016-07-15,941.7
2016-07-18,948.35
2016-07-19,932.5
2016-07-20,959.35
2016-07-21,950.0
2016-07-22,958.2
2016-07-25,963.95
2016-07-26,962.45
2016-07-27,984.6
2016-07-28,978.75
2016-07-29,977.9
2016-08-01,975.0
2016-08-02,979.85
2016-08-03,943.9
2016-08-04,930.0
2016-08-05,1006.2
2016-08-08,977.5
2016-08-09,982.2
2016-08-10,1002.55
2016-08-11,1002.7
2016-08-12,1000.05
2016-08-16,1005.1
2016-08-17,1010.0
2016-08-18,1001.15
2016-08-19,1014.6
2016-08-22,1003.95
2016-08-23,1000.0
2016-08-24,1001.4
2016-08-25,988.75
2016-08-26,1000.0
2016-08-29,1015.85
2016-08-30,1034.2
2016-08-31,1050.0
2016-09-01,1015.95
2016-09-02,1031.05
2016-09-06,1049.45
2016-09-07,1059.1
2016-09-08,1061.9
2016-09-09,1067.3
2016-09-12,1068.5
2016-09-14,1053.6
2016-09-15,1062.6
2016-09-16,1029.5
2016-09-19,1020.0
2016-09-20,996.35
2016-09-21,979.95
2016-09-22,950.0
2016-09-23,977.0
2016-09-26,961.0
2016-09-27,978.55
2016-09-28,1000.55
2016-09-29,985.75
2016-09-30,1007.85
2016-10-03,1008.65
2016-10-04,992.35
2016-10-05,1027.45
2016-10-06,1027.65
2016-10-07,1025.0
2016-10-10,1038.0
2016-10-13,1027.3
2016-10-14,1016.35
2016-10-17,1023.75
2016-10-18,1030.15
2016-10-19,1043.95
2016-10-20,1022.65
2016-10-21,1015.0
2016-10-24,997.35
2016-10-25,1011.5
2016-10-26,984.0
2016-10-27,989.95
2016-10-28,989.8
2016-10-30,1003.65
2016-11-01,971.7
2016-11-02,979.05
2016-11-03,969.0
2016-11-04,959.1
2016-11-07,962.5
2016-11-08,953.75
2016-11-09,936.65
2016-11-10,956.0
2016-11-11,932.7
2016-11-15,930.0
2016-11-16,915.25
2016-11-17,919.0
2016-11-18,912.0
2016-11-21,861.2
2016-11-22,906.0
2016-11-23,911.9
2016-11-24,900.3
2016-11-25,912.5
2016-11-28,905.15
2016-11-29,901.2
2016-11-30,909.55
2016-12-01,916.95
2016-12-02,900.4
2016-12-05,887.55
2016-12-06,908.2
2016-12-07,900.0
2016-12-08,900.0
2016-12-09,907.0
2016-12-12,893.75
2016-12-13,900.0
2016-12-14,905.15
2016-12-15,909.55
2016-12-16,900.0
2016-12-19,885.15
2016-12-20,873.5
2016-12-21,888.4
2016-12-22,893.75
2016-12-23,875.0
2016-12-26,857.0
2016-12-27,869.4
2016-12-28,875.0
2016-12-29,878.7
2016-12-30,881.2
2017-01-02,878.0
2017-01-03,890.0
2017-01-04,884.85
2017-01-05,895.05
2017-01-06,900.0
2017-01-09,899.55
2017-01-10,884.4
2017-01-11,899.85
2017-01-12,899.9
2017-01-13,895.0
2017-01-16,892.7
2017-01-17,885.6
2017-01-18,885.0
2017-01-19,865.45
2017-01-20,873.55
2017-01-23,880.55
2017-01-24,891.1
2017-01-25,890.0
2017-01-27,885.15
2017-01-30,892.4
2017-01-31,895.65
2017-02-01,883.65
2017-02-02,875.55
2017-02-03,883.25
2017-02-06,888.6
2017-02-07,869.95
2017-02-08,868.2
2017-02-09,891.45
2017-02-10,876.0
2017-02-13,860.6
2017-02-14,859.55
2017-02-15,857.6
2017-02-16,861.1
2017-02-17,861.45
2017-02-20,861.0
2017-02-21,830.15
2017-02-22,822.7
2017-02-23,830.05
2017-02-27,842.65
2017-02-28,810.4
2017-03-01,801.4
2017-03-02,799.25
2017-03-03,803.0
2017-03-06,793.3
2017-03-07,799.95
2017-03-08,790.7
2017-03-09,795.0
2017-03-10,795.75
2017-03-14,799.3
2017-03-15,798.6
2017-03-16,794.75
2017-03-17,793.95
2017-03-20,795.0
2017-03-21,785.6
2017-03-22,787.1
2017-03-23,786.35
2017-03-24,789.75
2017-03-27,782.45
2017-03-28,776.4
2017-03-29,786.3
2017-03-30,792.0
2017-03-31,788.3
2017-04-03,785.55
2017-04-05,788.05
2017-04-06,786.0
2017-04-07,788.0
2017-04-10,790.3
2017-04-11,791.05
2017-04-12,788.05
2017-04-13,789.85
2017-04-17,788.15
2017-04-18,788.05
2017-04-19,799.35
2017-04-20,797.45
2017-04-21,790.0
2017-04-24,786.85
2017-04-25,783.35
2017-04-26,775.65
2017-04-27,773.55
2017-04-28,778.0
2017-05-02,762.3
2017-05-03,778.0
2017-05-04,784.7
2017-05-05,783.8
2017-05-08,775.45
2017-05-09,779.95
2017-05-10,779.95
2017-05-11,774.6
2017-05-12,776.75
2017-05-15,764.95
2017-05-16,759.45
2017-05-17,759.3
2017-05-18,760.0
2017-05-19,775.45
2017-05-22,772.8
2017-05-23,762.35
2017-05-24,766.65
2017-05-25,760.0
2017-05-26,759.75
2017-05-29,759.95
2017-05-30,767.15
2017-05-31,767.45
2017-06-01,774.85
2017-06-02,795.3
2017-06-05,804.7
2017-06-06,796.5
2017-06-07,790.25
2017-06-08,793.8
2017-06-09,785.25
2017-06-12,781.4
2017-06-13,776.0
2017-06-14,769.85
2017-06-15,775.3
2017-06-16,780.05
2017-06-19,773.4
2017-06-20,772.9
2017-06-21,761.9
2017-06-22,775.6
2017-06-23,762.05
2017-06-27,764.7
2017-06-28,765.05
2017-06-29,762.35
2017-06-30,760.0
2017-07-03,754.0
2017-07-04,768.35
2017-07-05,762.2
2017-07-06,775.05
2017-07-07,768.95
2017-07-10,776.3
2017-07-11,777.25
2017-07-12,770.05
2017-07-13,780.25
2017-07-14,789.85
2017-07-17,804.7
2017-07-18,818.7
2017-07-19,824.3
2017-07-20,838.05
2017-07-21,826.85
2017-07-24,810.05
2017-07-25,812.6
2017-07-26,806.65
2017-07-27,799.25
2017-07-28,780.25
2017-07-31,770.9
2017-08-01,772.0
2017-08-02,771.7
2017-08-03,777.6
2017-08-04,712.95
2017-08-07,697.35
2017-08-08,703.0
2017-08-09,718.9
2017-08-10,712.05
2017-08-11,704.75
2017-08-14,720.35
2017-08-16,718.35
2017-08-17,732.95
2017-08-18,743.5
2017-08-21,771.8
2017-08-22,759.85
2017-08-23,747.95
2017-08-24,752.05
2017-08-28,751.15
2017-08-29,749.45
2017-08-30,757.8
2017-08-31,750.05
2017-09-01,764.95
2017-09-04,769.3
2017-09-05,765.05
2017-09-06,756.3
2017-09-07,764.65
2017-09-08,760.25
2017-09-11,768.05
2017-09-12,770.0
2017-09-13,772.0
2017-09-14,771.0
2017-09-15,771.95
2017-09-18,788.3
2017-09-19,786.6
2017-09-20,788.6
2017-09-21,783.75
2017-09-22,763.0
2017-09-25,748.9
2017-09-26,753.9
2017-09-27,744.1
2017-09-28,742.35
2017-09-29,747.45
2017-10-03,748.45
2017-10-04,752.05
2017-10-05,754.3
2017-10-06,744.95
2017-10-09,753.9
2017-10-10,757.0
2017-10-11,746.35
2017-10-12,752.15
2017-10-13,746.4
2017-10-16,747.6
2017-10-17,761.1
2017-10-18,771.0
2017-10-19,763.85
2017-10-23,768.6
2017-10-24,802.1
2017-10-25,808.9
2017-10-26,800.8
2017-10-27,797.0
2017-10-30,812.1
2017-10-31,815.5
2017-11-01,812.9
2017-11-02,799.25
2017-11-03,796.4
2017-11-06,789.05
2017-11-07,781.5
2017-11-08,900.45
2017-11-09,908.75
2017-11-10,881.75
2017-11-13,844.25
2017-11-14,838.35
2017-11-15,818.9
2017-11-16,831.9
2017-11-17,813.15
2017-11-20,795.75
2017-11-21,821.95
2017-11-22,811.25
2017-11-23,830.3
2017-11-24,856.4
2017-11-27,845.5
2017-11-28,855.0
2017-11-29,855.5
2017-11-30,830.1
2017-12-01,854.05
2017-12-04,844.05
2017-12-05,860.05
2017-12-06,835.3
2017-12-07,825.65
2017-12-08,849.25
2017-12-11,850.0
2017-12-12,834.0
2017-12-13,839.65
2017-12-14,847.85
2017-12-15,837.6
2017-12-18,866.6
2017-12-19,845.85
2017-12-20,827.5
2017-12-21,837.75
2017-12-22,821.7
2017-12-26,829.65
2017-12-27,838.6
2017-12-28,835.0
2017-12-29,829.3
