Date,OMAXE
2013-01-01,167.05
2013-01-02,167.75
2013-01-03,167.15
2013-01-04,168.4
2013-01-07,166.55
2013-01-08,166.8
2013-01-09,166.35
2013-01-10,164.45
2013-01-11,164.5
2013-01-14,166.75
2013-01-15,165.6
2013-01-16,165.35
2013-01-17,165.35
2013-01-18,163.1
2013-01-21,163.95
2013-01-22,163.1
2013-01-23,162.9
2013-01-24,161.6
2013-01-25,162.1
2013-01-28,161.5
2013-01-29,161.75
2013-01-30,162.4
2013-01-31,164.1
2013-02-01,162.75
2013-02-04,162.25
2013-02-05,160.4
2013-02-06,161.85
2013-02-07,160.7
2013-02-08,158.6
2013-02-11,158.15
2013-02-12,154.45
2013-02-13,156.45
2013-02-14,155.6
2013-02-15,155.1
2013-02-18,155.1
2013-02-19,154.2
2013-02-20,155.3
2013-02-21,149.9
2013-02-22,150.05
2013-02-25,150.45
2013-02-26,149.95
2013-02-27,150.0
2013-02-28,149.95
2013-03-01,149.7
2013-03-04,149.6
2013-03-05,150.0
2013-03-06,152.4
2013-03-07,149.5
2013-03-08,149.85
2013-03-11,149.85
2013-03-12,149.6
2013-03-13,149.4
2013-03-14,149.5
2013-03-15,149.55
2013-03-18,149.15
2013-03-19,149.75
2013-03-20,149.1
2013-03-21,149.05
2013-03-22,149.25
2013-03-25,149.15
2013-03-26,149.25
2013-03-28,149.1
2013-04-01,149.65
2013-04-02,150.05
2013-04-03,149.9
2013-04-04,150.05
2013-04-05,149.8
2013-04-08,149.1
2013-04-09,148.45
2013-04-10,149.3
2013-04-11,149.0
2013-04-12,149.3
2013-04-15,149.2
2013-04-16,152.95
2013-04-17,153.25
2013-04-18,153.45
2013-04-22,158.25
2013-04-23,158.15
2013-04-25,160.5
2013-04-26,159.2
2013-04-29,159.5
2013-04-30,159.25
2013-05-02,159.5
2013-05-03,157.9
2013-05-06,157.75
2013-05-07,154.95
2013-05-08,153.25
2013-05-09,150.1
2013-05-10,148.15
2013-05-11,149.0
2013-05-13,148.3
2013-05-14,147.9
2013-05-15,154.65
2013-05-16,155.0
2013-05-17,161.6
2013-05-20,164.5
2013-05-21,152.25
2013-05-22,142.75
2013-05-23,142.55
2013-05-24,145.2
2013-05-27,148.45
2013-05-28,148.25
2013-05-29,148.2
2013-05-30,148.55
2013-05-31,150.35
2013-06-03,141.2
2013-06-04,141.2
2013-06-05,140.25
2013-06-06,140.15
2013-06-07,140.1
2013-06-10,140.2
2013-06-11,139.15
2013-06-12,139.3
2013-06-13,139.1
2013-06-14,139.9
2013-06-17,139.2
2013-06-18,139.2
2013-06-19,139.0
2013-06-20,136.8
2013-06-21,137.65
2013-06-24,136.7
2013-06-25,137.45
2013-06-26,138.05
2013-06-27,140.25
2013-06-28,142.35
2013-07-01,145.9
2013-07-02,145.55
2013-07-03,143.55
2013-07-04,142.9
2013-07-05,143.1
2013-07-08,141.45
2013-07-09,142.2
2013-07-10,141.55
2013-07-11,144.05
2013-07-12,143.95
2013-07-15,143.85
2013-07-16,142.1
2013-07-17,142.05
2013-07-18,142.55
2013-07-19,142.0
2013-07-22,142.1
2013-07-23,142.15
2013-07-24,141.45
2013-07-25,140.95
2013-07-26,140.95
2013-07-29,140.9
2013-07-30,139.85
2013-07-31,139.25
2013-08-01,138.35
2013-08-02,137.75
2013-08-05,138.2
2013-08-06,137.3
2013-08-07,138.55
2013-08-08,138.95
2013-08-12,139.25
2013-08-13,139.1
2013-08-14,140.5
2013-08-16,139.05
2013-08-19,138.6
2013-08-20,139.05
2013-08-21,138.75
2013-08-22,139.95
2013-08-23,140.0
2013-08-26,140.55
2013-08-27,139.05
2013-08-28,139.15
2013-08-29,139.9
2013-08-30,139.75
2013-09-02,140.1
2013-09-03,139.35
2013-09-04,138.5
2013-09-05,141.05
2013-09-06,142.0
2013-09-10,144.15
2013-09-11,145.05
2013-09-12,144.2
2013-09-13,143.5
2013-09-16,143.45
2013-09-17,143.1
2013-09-18,143.25
2013-09-19,146.9
2013-09-20,145.4
2013-09-23,143.8
2013-09-24,143.95
2013-09-25,143.1
2013-09-26,141.4
2013-09-27,135.85
2013-09-30,135.8
2013-10-01,136.1
2013-10-03,137.6
2013-10-04,138.7
2013-10-07,139.0
2013-10-08,139.0
2013-10-09,137.85
2013-10-10,138.0
2013-10-11,138.85
2013-10-14,138.65
2013-10-15,139.0
