Date,NATCOPHARM
2013-01-01,463.15
2013-01-02,459.45
2013-01-03,461.3
2013-01-04,462.5
2013-01-07,461.15
2013-01-08,454.75
2013-01-09,449.75
2013-01-10,458.9
2013-01-11,450.6
2013-01-14,454.0
2013-01-15,454.75
2013-01-16,451.2
2013-01-17,453.2
2013-01-18,460.85
2013-01-21,460.5
2013-01-22,460.25
2013-01-23,470.85
2013-01-24,457.45
2013-01-25,463.3
2013-01-28,462.6
2013-01-29,464.5
2013-01-30,457.55
2013-01-31,461.95
2013-02-01,459.1
2013-02-04,460.3
2013-02-05,459.85
2013-02-06,460.1
2013-02-07,453.95
2013-02-08,455.35
2013-02-11,454.85
2013-02-12,454.3
2013-02-13,456.6
2013-02-14,434.4
2013-02-15,419.65
2013-02-18,435.3
2013-02-19,441.2
2013-02-20,439.25
2013-02-21,435.0
2013-02-22,437.05
2013-02-25,426.35
2013-02-26,417.05
2013-02-27,423.75
2013-02-28,414.75
2013-03-01,422.75
2013-03-04,426.25
2013-03-05,449.3
2013-03-06,440.7
2013-03-07,440.85
2013-03-08,434.45
2013-03-11,425.4
2013-03-12,431.8
2013-03-13,430.0
2013-03-14,433.85
2013-03-15,430.6
2013-03-18,422.55
2013-03-19,422.45
2013-03-20,432.95
2013-03-21,425.7
2013-03-22,420.15
2013-03-25,426.9
2013-03-26,425.1
2013-03-28,429.0
2013-04-01,452.0
2013-04-02,454.75
2013-04-03,452.7
2013-04-04,444.65
2013-04-05,443.05
2013-04-08,441.6
2013-04-09,444.65
2013-04-10,439.3
2013-04-11,441.9
2013-04-12,439.3
2013-04-15,438.15
2013-04-16,439.35
2013-04-17,436.7
2013-04-18,436.6
2013-04-22,440.35
2013-04-23,439.9
2013-04-25,443.25
2013-04-26,445.1
2013-04-29,443.1
2013-04-30,442.55
2013-05-02,441.45
2013-05-03,440.85
2013-05-06,440.9
2013-05-07,440.1
2013-05-08,438.15
2013-05-09,433.5
2013-05-10,431.75
2013-05-11,432.45
2013-05-13,427.3
2013-05-14,429.7
2013-05-15,429.55
2013-05-16,435.4
2013-05-17,431.65
2013-05-20,432.3
2013-05-21,433.5
2013-05-22,435.3
2013-05-23,434.65
2013-05-24,435.05
2013-05-27,438.05
2013-05-28,443.65
2013-05-29,454.95
2013-05-30,452.75
2013-05-31,441.9
2013-06-03,441.85
2013-06-04,436.4
2013-06-05,430.45
2013-06-06,426.55
2013-06-07,430.3
2013-06-10,430.2
2013-06-11,431.15
2013-06-12,429.9
2013-06-13,430.0
2013-06-14,430.05
2013-06-17,445.9
2013-06-18,443.3
2013-06-19,436.1
2013-06-20,440.55
2013-06-21,440.25
2013-06-24,440.2
2013-06-25,440.15
2013-06-26,440.1
2013-06-27,441.9
2013-06-28,445.05
2013-07-01,447.9
2013-07-02,454.65
2013-07-03,456.4
2013-07-04,456.15
2013-07-05,460.65
2013-07-08,460.0
2013-07-09,461.65
2013-07-10,460.7
2013-07-11,477.5
2013-07-12,490.2
2013-07-15,529.8
2013-07-16,533.35
2013-07-17,532.45
2013-07-18,524.35
2013-07-19,517.65
2013-07-22,508.45
2013-07-23,520.4
2013-07-24,502.0
2013-07-25,499.55
2013-07-26,491.3
2013-07-29,589.55
2013-07-30,558.0
2013-07-31,607.1
2013-08-01,598.0
2013-08-02,585.7
2013-08-05,598.0
2013-08-06,601.05
2013-08-07,596.85
2013-08-08,578.65
2013-08-12,582.15
2013-08-13,611.3
2013-08-14,620.85
2013-08-16,622.15
2013-08-19,626.1
2013-08-20,611.95
2013-08-21,586.65
2013-08-22,593.5
2013-08-23,590.1
2013-08-26,585.2
2013-08-27,555.3
2013-08-28,570.5
2013-08-29,585.8
2013-08-30,583.5
2013-09-02,597.0
2013-09-03,587.0
2013-09-04,588.9
2013-09-05,592.9
2013-09-06,588.25
2013-09-10,593.35
2013-09-11,608.85
2013-09-12,599.2
2013-09-13,586.85
2013-09-16,597.25
2013-09-17,594.95
2013-09-18,620.9
2013-09-19,609.75
2013-09-20,617.3
2013-09-23,613.8
2013-09-24,611.6
2013-09-25,615.1
2013-09-26,613.8
2013-09-27,615.05
2013-09-30,613.35
2013-10-01,623.55
2013-10-03,624.0
2013-10-04,619.0
2013-10-07,614.15
2013-10-08,618.9
2013-10-09,615.3
2013-10-10,671.5
2013-10-11,695.95
2013-10-14,684.4
2013-10-15,684.85
2013-10-17,693.8
2013-10-18,710.6
2013-10-21,698.0
2013-10-22,687.9
2013-10-23,666.75
2013-10-24,662.6
2013-10-25,660.9
2013-10-28,654.25
2013-10-29,650.85
2013-10-30,677.95
2013-10-31,674.45
2013-11-01,670.6
2013-11-03,690.65
2013-11-05,697.3
2013-11-06,706.9
2013-11-07,695.55
2013-11-08,709.55
2013-11-11,707.35
2013-11-12,744.6
2013-11-13,761.4
2013-11-14,792.2
2013-11-18,797.1
2013-11-19,779.65
2013-11-20,774.4
2013-11-21,767.25
2013-11-22,778.85
2013-11-25,773.95
2013-11-26,778.7
2013-11-27,777.15
2013-11-28,777.7
2013-11-29,777.4
2013-12-02,787.6
2013-12-03,782.65
2013-12-04,785.8
2013-12-05,768.2
2013-12-06,761.5
2013-12-09,764.45
2013-12-10,774.85
2013-12-11,774.15
2013-12-12,763.5
2013-12-13,754.5
2013-12-16,752.9
2013-12-17,790.65
2013-12-18,805.1
2013-12-19,805.35
2013-12-20,817.4
2013-12-23,806.75
2013-12-24,805.45
2013-12-26,801.7
2013-12-27,815.4
2013-12-30,812.25
2013-12-31,808.6
2014-01-01,810.35
2014-01-02,801.75
2014-01-03,799.7
2014-01-06,805.9
2014-01-07,804.0
2014-01-08,802.2
2014-01-09,791.3
2014-01-10,789.0
2014-01-13,790.75
2014-01-14,788.85
2014-01-15,782.45
2014-01-16,774.25
