Date,HDFCNIFETF
2015-12-16,772.0
2015-12-17,775.0
2015-12-18,777.0
2015-12-21,779.55
2015-12-22,778.0
2015-12-23,785.4
2015-12-24,782.7
2015-12-28,790.0
2015-12-29,797.8
2015-12-30,790.55
2015-12-31,789.8
2016-01-01,790.5
2016-01-04,782.95
2016-01-05,776.9
2016-01-06,783.35
2016-01-07,761.21
2016-01-08,757.7
2016-01-11,755.7
2016-01-12,754.65
2016-01-13,752.6
2016-01-14,754.3
2016-01-15,747.55
2016-01-18,740.0
2016-01-19,740.1
2016-01-20,733.95
2016-01-21,734.0
2016-01-22,738.15
2016-01-25,745.7
2016-01-27,746.04
2016-01-28,745.0
2016-01-29,752.5
2016-02-01,755.1
2016-02-02,753.37
2016-02-04,742.48
2016-02-05,746.75
2016-02-08,750.0
2016-02-09,733.4
2016-02-10,729.39
2016-02-11,701.49
2016-02-12,699.37
2016-02-15,716.62
2016-02-16,702.55
2016-02-17,707.55
2016-02-18,718.0
2016-02-19,721.0
2016-02-22,722.9
2016-02-23,712.44
2016-02-24,703.0
2016-02-25,698.0
2016-02-26,705.5
2016-02-29,698.11
2016-03-01,724.5
2016-03-02,734.91
2016-03-03,746.59
2016-03-04,745.95
2016-03-08,748.95
2016-03-09,751.54
2016-03-10,751.74
2016-03-11,750.4
2016-03-14,756.35
2016-03-15,750.41
2016-03-16,745.0
2016-03-17,751.01
2016-03-18,758.25
2016-03-21,764.38
2016-03-22,773.9
2016-03-23,775.5
2016-03-28,769.37
2016-03-29,763.94
2016-03-30,772.93
2016-03-31,779.9
2016-04-01,768.0
2016-04-04,778.0
2016-04-05,760.79
2016-04-06,765.09
2016-04-07,756.66
2016-04-08,759.95
2016-04-11,766.0
2016-04-12,771.35
2016-04-13,783.16
2016-04-18,788.83
2016-04-20,789.1
2016-04-21,789.85
2016-04-22,789.6
2016-04-25,784.55
2016-04-26,798.15
2016-04-27,794.7
2016-04-28,802.35
2016-04-29,791.0
2016-05-02,783.29
2016-05-03,772.06
2016-05-04,775.79
2016-05-05,775.34
2016-05-06,772.09
2016-05-09,788.84
2016-05-10,786.85
2016-05-11,783.35
2016-05-12,787.85
2016-05-13,783.0
2016-05-16,783.9
2016-05-17,786.3
2016-05-18,784.5
2016-05-19,786.53
2016-05-20,782.09
2016-05-23,779.65
2016-05-24,776.71
2016-05-25,789.08
2016-05-26,806.5
2016-05-27,814.45
2016-05-30,821.1
2016-05-31,816.5
2016-06-01,824.5
2016-06-02,822.55
2016-06-03,824.05
2016-06-06,819.95
2016-06-07,827.5
2016-06-08,830.0
2016-06-09,824.0
2016-06-10,823.45
2016-06-13,813.84
2016-06-14,814.71
2016-06-15,823.0
2016-06-16,813.23
2016-06-17,820.05
2016-06-20,825.5
2016-06-21,826.23
2016-06-22,823.65
2016-06-23,828.3
2016-06-24,812.46
2016-06-27,814.1
2016-06-28,815.56
2016-06-29,825.29
2016-06-30,832.27
2016-07-01,837.05
2016-07-04,841.03
2016-07-05,840.0
2016-07-07,844.55
2016-07-08,840.22
2016-07-11,849.4
2016-07-12,851.64
2016-07-13,858.2
2016-07-14,858.54
2016-07-15,862.99
2016-07-18,860.35
2016-07-19,853.45
2016-07-20,860.0
2016-07-21,860.0
2016-07-22,857.1
2016-07-25,861.37
2016-07-26,866.8
2016-07-27,862.65
2016-07-28,871.41
2016-07-29,873.36
2016-08-01,870.09
2016-08-02,866.81
2016-08-03,863.2
2016-08-04,866.0
2016-08-05,875.6
2016-08-08,875.0
2016-08-09,871.91
2016-08-10,910.45
2016-08-11,867.12
2016-08-12,874.3
2016-08-16,875.9
2016-08-17,872.75
2016-08-18,878.8
2016-08-19,871.05
2016-08-22,874.35
2016-08-23,880.0
2016-08-24,874.9
2016-08-25,868.1
2016-08-26,868.5
2016-08-29,869.35
2016-08-30,880.7
2016-08-31,888.0
2016-09-01,888.4
2016-09-02,885.8
2016-09-06,898.2
2016-09-07,896.1
2016-09-08,904.75
2016-09-09,895.0
2016-09-12,882.84
2016-09-14,882.83
2016-09-15,885.0
2016-09-16,887.18
2016-09-19,890.49
2016-09-20,889.35
2016-09-21,890.75
2016-09-22,895.54
2016-09-23,895.05
2016-09-26,883.5
2016-09-27,881.0
2016-09-28,886.95
2016-09-29,871.1
2016-09-30,865.0
2016-10-03,882.0
2016-10-04,885.87
2016-10-05,884.26
2016-10-06,882.29
2016-10-07,879.36
2016-10-10,880.52
2016-10-13,864.77
2016-10-14,866.49
2016-10-17,860.52
2016-10-18,876.0
2016-10-19,876.89
2016-10-20,878.2
2016-10-21,873.77
2016-10-24,880.33
2016-10-25,878.6
2016-10-26,870.88
2016-10-27,867.25
2016-10-28,873.0
2016-10-30,872.0
2016-11-01,870.72
2016-11-02,862.2
2016-11-03,861.07
2016-11-04,855.5
2016-11-07,858.39
2016-11-08,858.11
2016-11-09,855.42
2016-11-10,866.0
2016-11-11,843.34
2016-11-15,828.61
2016-11-16,820.03
2016-11-17,818.17
