Date,ALKEM
2016-12-15,1632.6
2016-12-16,1601.95
2016-12-19,1632.8
2016-12-20,1632.0
2016-12-21,1639.85
2016-12-22,1607.6
2016-12-23,1601.2
2016-12-26,1546.1
2016-12-27,1607.55
2016-12-28,1612.7
2016-12-29,1627.8
2016-12-30,1628.65
2017-01-02,1622.25
2017-01-03,1655.15
2017-01-04,1667.35
2017-01-05,1661.95
2017-01-06,1659.9
2017-01-09,1681.2
2017-01-10,1683.75
2017-01-11,1692.7
2017-01-12,1683.25
2017-01-13,1686.85
2017-01-16,1667.45
2017-01-17,1666.05
2017-01-18,1654.25
2017-01-19,1654.5
2017-01-20,1645.5
2017-01-23,1643.05
2017-01-24,1651.85
2017-01-25,1646.6
2017-01-27,1659.9
2017-01-30,1656.6
2017-01-31,1668.35
2017-02-01,1694.75
2017-02-02,1770.5
2017-02-03,1811.75
2017-02-06,1818.9
2017-02-07,1816.0
2017-02-08,1831.2
2017-02-09,1812.2
2017-02-10,1830.45
2017-02-13,1847.35
2017-02-14,1874.25
2017-02-15,1977.0
2017-02-16,2010.2
2017-02-17,2001.5
2017-02-20,2035.35
2017-02-21,2000.05
2017-02-22,2022.55
2017-02-23,2076.85
2017-02-27,2154.75
2017-02-28,2141.55
2017-03-01,2144.15
2017-03-02,2142.1
2017-03-03,2138.95
2017-03-06,2110.2
2017-03-07,2048.6
2017-03-08,1974.75
2017-03-09,1977.95
2017-03-10,1977.75
2017-03-14,1930.5
2017-03-15,1927.5
2017-03-16,1953.5
2017-03-17,2021.8
2017-03-20,2105.3
2017-03-21,2134.15
2017-03-22,2170.35
2017-03-23,2185.0
2017-03-24,2203.9
2017-03-27,2211.3
2017-03-28,2207.2
2017-03-29,2150.8
2017-03-30,2172.75
2017-03-31,2204.9
2017-04-03,2163.35
2017-04-05,2207.95
2017-04-06,2199.9
2017-04-07,2202.0
2017-04-10,2141.6
2017-04-11,2127.1
2017-04-12,2141.9
2017-04-13,2110.65
2017-04-17,2152.15
2017-04-18,2086.95
2017-04-19,2075.7
2017-04-20,2138.4
2017-04-21,2068.3
2017-04-24,2021.7
2017-04-25,1984.8
2017-04-26,1957.15
2017-04-27,1924.0
2017-04-28,1971.4
2017-05-02,1992.2
2017-05-03,1990.55
2017-05-04,1962.65
2017-05-05,1931.8
2017-05-08,1918.6
2017-05-09,1907.6
2017-05-10,1906.35
2017-05-11,1923.8
2017-05-12,1892.55
2017-05-15,1916.1
2017-05-16,1916.0
2017-05-17,1903.05
2017-05-18,1916.7
2017-05-19,1889.35
2017-05-22,1884.05
2017-05-23,1835.35
2017-05-24,1829.1
2017-05-25,1836.95
2017-05-26,1872.4
2017-05-29,1820.15
2017-05-30,1874.35
2017-05-31,1931.5
2017-06-01,1946.35
2017-06-02,1981.85
2017-06-05,1964.55
2017-06-06,1932.0
2017-06-07,1892.05
2017-06-08,1908.5
2017-06-09,1890.1
2017-06-12,1928.9
2017-06-13,1888.35
2017-06-14,1865.75
2017-06-15,1867.7
2017-06-16,1881.3
2017-06-19,1858.05
2017-06-20,1876.1
2017-06-21,1878.6
2017-06-22,1868.55
2017-06-23,1832.4
2017-06-27,1829.45
2017-06-28,1835.45
2017-06-29,1856.25
2017-06-30,1855.6
2017-07-03,1850.05
2017-07-04,1836.1
2017-07-05,1835.85
2017-07-06,1827.25
2017-07-07,1821.55
2017-07-10,1835.95
2017-07-11,1831.8
2017-07-12,1801.65
2017-07-13,1807.3
2017-07-14,1785.25
2017-07-17,1750.7
2017-07-18,1735.95
2017-07-19,1781.4
2017-07-20,1807.55
2017-07-21,1775.35
2017-07-24,1805.75
2017-07-25,1830.0
2017-07-26,1843.8
2017-07-27,1843.05
2017-07-28,1809.2
2017-07-31,1832.0
2017-08-01,1793.3
2017-08-02,1796.35
2017-08-03,1805.1
2017-08-04,1828.8
2017-08-07,1875.0
2017-08-08,1846.25
2017-08-09,1791.3
2017-08-10,1728.6
2017-08-11,1705.75
2017-08-14,1749.4
2017-08-16,1815.35
2017-08-17,1818.5
2017-08-18,1799.85
2017-08-21,1816.5
2017-08-22,1755.1
2017-08-23,1805.45
2017-08-24,1787.0
2017-08-28,1778.55
2017-08-29,1751.2
2017-08-30,1775.6
2017-08-31,1800.35
2017-09-01,1792.15
2017-09-04,1801.35
2017-09-05,1803.95
2017-09-06,1764.95
2017-09-07,1787.0
2017-09-08,1787.35
2017-09-11,1816.95
2017-09-12,1798.75
2017-09-13,1800.35
2017-09-14,1797.35
2017-09-15,1793.6
2017-09-18,1808.05
2017-09-19,1777.35
2017-09-20,1753.0
2017-09-21,1801.2
2017-09-22,1800.95
2017-09-25,1845.55
2017-09-26,1880.65
2017-09-27,1845.9
2017-09-28,1864.95
2017-09-29,1840.75
2017-10-03,1844.1
2017-10-04,1854.25
2017-10-05,1840.2
2017-10-06,1851.55
2017-10-09,1878.05
2017-10-10,1855.15
2017-10-11,1840.55
2017-10-12,1832.15
2017-10-13,1830.85
2017-10-16,1843.45
2017-10-17,1824.8
2017-10-18,1830.5
2017-10-19,1830.25
2017-10-23,1863.3
2017-10-24,1873.0
2017-10-25,1866.35
2017-10-26,1868.1
2017-10-27,1872.5
2017-10-30,1858.8
2017-10-31,1873.8
2017-11-01,1893.8
2017-11-02,1904.5
2017-11-03,1925.95
2017-11-06,1958.75
2017-11-07,1940.7
2017-11-08,1916.45
2017-11-09,1950.75
2017-11-10,1944.6
2017-11-13,1991.3
2017-11-14,1995.9
2017-11-15,1994.35
2017-11-16,1975.0
2017-11-17,1974.85
2017-11-20,1977.6
2017-11-21,1954.05
2017-11-22,1959.1
2017-11-23,1974.45
2017-11-24,1987.9
2017-11-27,1978.4
2017-11-28,1975.65
2017-11-29,1950.05
2017-11-30,1987.1
2017-12-01,1975.1
2017-12-04,2020.5
2017-12-05,2105.5
2017-12-06,2093.15
2017-12-07,2174.5
2017-12-08,2188.05
2017-12-11,2127.4
2017-12-12,2105.7
2017-12-13,2094.3
2017-12-14,2089.85
2017-12-15,2106.4
2017-12-18,2116.2
2017-12-19,2184.75
2017-12-20,2147.5
2017-12-21,2168.85
2017-12-22,2150.15
2017-12-26,2184.8
2017-12-27,2162.55
2017-12-28,2198.45
2017-12-29,2201.9
