Date,PRESTIGE
2013-01-01,185.5
2013-01-02,189.55
2013-01-03,187.4
2013-01-04,184.65
2013-01-07,179.5
2013-01-08,176.35
2013-01-09,174.7
2013-01-10,168.5
2013-01-11,168.65
2013-01-14,174.3
2013-01-15,176.5
2013-01-16,175.65
2013-01-17,175.25
2013-01-18,172.5
2013-01-21,175.5
2013-01-22,173.95
2013-01-23,175.35
2013-01-24,174.3
2013-01-25,180.0
2013-01-28,183.7
2013-01-29,184.6
2013-01-30,184.5
2013-01-31,180.45
2013-02-01,181.65
2013-02-04,187.85
2013-02-05,185.35
2013-02-06,189.25
2013-02-07,187.15
2013-02-08,178.3
2013-02-11,176.35
2013-02-12,180.3
2013-02-13,185.85
2013-02-14,179.4
2013-02-15,180.75
2013-02-18,181.9
2013-02-19,183.95
2013-02-20,183.55
2013-02-21,179.8
2013-02-22,179.75
2013-02-25,178.2
2013-02-26,170.4
2013-02-27,175.15
2013-02-28,171.75
2013-03-01,162.95
2013-03-04,160.65
2013-03-05,169.8
2013-03-06,173.75
2013-03-07,175.3
2013-03-08,173.75
2013-03-11,171.7
2013-03-12,166.8
2013-03-13,166.15
2013-03-14,176.9
2013-03-15,177.85
2013-03-18,180.75
2013-03-19,172.15
2013-03-20,164.15
2013-03-21,167.75
2013-03-22,168.15
2013-03-25,164.0
2013-03-26,159.45
2013-03-28,163.55
2013-04-01,163.45
2013-04-02,165.0
2013-04-03,165.35
2013-04-04,162.9
2013-04-05,167.35
2013-04-08,171.75
2013-04-09,168.05
2013-04-10,169.9
2013-04-11,165.2
2013-04-12,157.85
2013-04-15,159.95
2013-04-16,160.4
2013-04-17,167.55
2013-04-18,172.15
2013-04-22,174.35
2013-04-23,174.65
2013-04-25,173.1
2013-04-26,170.4
2013-04-29,167.5
2013-04-30,167.55
2013-05-02,176.55
2013-05-03,174.45
2013-05-06,175.7
2013-05-07,174.7
2013-05-08,177.1
2013-05-09,172.95
2013-05-10,172.75
2013-05-11,170.45
2013-05-13,173.85
2013-05-14,174.55
2013-05-15,178.8
2013-05-16,185.4
2013-05-17,185.2
2013-05-20,176.0
2013-05-21,178.25
2013-05-22,173.8
2013-05-23,163.85
2013-05-24,169.0
2013-05-27,164.1
2013-05-28,171.25
2013-05-29,165.25
2013-05-30,167.65
2013-05-31,167.7
2013-06-03,170.85
2013-06-04,171.25
2013-06-05,166.0
2013-06-06,166.85
2013-06-07,167.75
2013-06-10,163.05
2013-06-11,157.45
2013-06-12,153.4
2013-06-13,149.5
2013-06-14,159.6
2013-06-17,160.5
2013-06-18,163.4
2013-06-19,160.25
2013-06-20,155.3
2013-06-21,161.6
2013-06-24,141.4
2013-06-25,145.95
2013-06-26,147.55
2013-06-27,149.6
2013-06-28,153.0
2013-07-01,156.05
2013-07-02,157.35
2013-07-03,152.65
2013-07-04,155.55
2013-07-05,158.65
2013-07-08,152.2
2013-07-09,151.05
2013-07-10,151.85
2013-07-11,153.25
2013-07-12,149.8
2013-07-15,145.4
2013-07-16,142.75
2013-07-17,132.15
2013-07-18,132.45
2013-07-19,128.45
2013-07-22,132.3
2013-07-23,133.4
2013-07-24,129.4
2013-07-25,129.1
2013-07-26,122.7
2013-07-29,129.0
2013-07-30,128.25
2013-07-31,128.4
2013-08-01,128.15
2013-08-02,123.6
2013-08-05,123.35
2013-08-06,122.85
2013-08-07,124.3
2013-08-08,124.9
2013-08-12,127.45
2013-08-13,125.9
2013-08-14,126.15
2013-08-16,121.95
2013-08-19,118.9
2013-08-20,118.05
2013-08-21,117.95
2013-08-22,116.4
2013-08-23,117.45
2013-08-26,116.25
2013-08-27,113.8
2013-08-28,109.05
2013-08-29,113.5
2013-08-30,115.2
2013-09-02,114.7
2013-09-03,115.5
2013-09-04,114.4
2013-09-05,117.75
2013-09-06,116.9
2013-09-10,119.0
2013-09-11,122.55
2013-09-12,126.2
2013-09-13,130.35
2013-09-16,133.2
2013-09-17,125.15
2013-09-18,129.65
2013-09-19,135.0
2013-09-20,137.2
2013-09-23,130.15
2013-09-24,127.55
2013-09-25,125.75
2013-09-26,123.7
2013-09-27,122.2
2013-09-30,117.45
2013-10-01,113.5
2013-10-03,117.25
2013-10-04,125.05
2013-10-07,129.0
2013-10-08,135.45
2013-10-09,137.95
2013-10-10,135.55
2013-10-11,139.8
2013-10-14,136.85
2013-10-15,131.9
2013-10-17,131.95
2013-10-18,140.55
2013-10-21,139.6
2013-10-22,140.75
2013-10-23,143.75
2013-10-24,141.8
2013-10-25,145.0
2013-10-28,142.95
2013-10-29,145.75
2013-10-30,148.9
2013-10-31,143.05
2013-11-01,146.05
2013-11-03,147.1
2013-11-05,143.5
2013-11-06,144.95
2013-11-07,147.5
2013-11-08,138.45
2013-11-11,130.75
2013-11-12,126.7
2013-11-13,124.65
2013-11-14,131.8
2013-11-18,136.65
2013-11-19,139.65
2013-11-20,139.05
2013-11-21,137.9
2013-11-22,139.5
2013-11-25,140.75
2013-11-26,144.1
