Date,BEL
2013-01-01,1295.3
2013-01-02,1319.8
2013-01-03,1303.55
2013-01-04,1317.45
2013-01-07,1302.2
2013-01-08,1319.15
2013-01-09,1327.5
2013-01-10,1299.6
2013-01-11,1290.7
2013-01-14,1301.95
2013-01-15,1299.35
2013-01-16,1289.45
2013-01-17,1297.65
2013-01-18,1304.65
2013-01-21,1289.3
2013-01-22,1272.6
2013-01-23,1245.65
2013-01-24,1205.5
2013-01-25,1229.8
2013-01-28,1302.4
2013-01-29,1283.3
2013-01-30,1273.1
2013-01-31,1273.45
2013-02-01,1271.25
2013-02-04,1269.45
2013-02-05,1277.45
2013-02-06,1273.25
2013-02-07,1300.25
2013-02-08,1273.85
2013-02-11,1275.45
2013-02-12,1275.45
2013-02-13,1260.8
2013-02-14,1230.65
2013-02-15,1218.55
2013-02-18,1206.8
2013-02-19,1206.05
2013-02-20,1214.55
2013-02-21,1209.0
2013-02-22,1205.95
2013-02-25,1180.5
2013-02-26,1143.8
2013-02-27,1139.7
2013-02-28,1127.4
2013-03-01,1163.45
2013-03-04,1235.35
2013-03-05,1241.4
2013-03-06,1244.7
2013-03-07,1245.2
2013-03-08,1234.75
2013-03-11,1236.9
2013-03-12,1218.9
2013-03-13,1207.15
2013-03-14,1176.7
2013-03-15,1157.0
2013-03-18,1152.8
2013-03-19,1142.3
2013-03-20,1129.9
2013-03-21,1128.3
2013-03-22,1141.9
2013-03-25,1138.2
2013-03-26,1131.7
2013-03-28,1155.35
2013-04-01,1134.95
2013-04-02,1158.6
2013-04-03,1217.9
2013-04-04,1179.85
2013-04-05,1174.25
2013-04-08,1185.65
2013-04-09,1186.65
2013-04-10,1196.65
2013-04-11,1162.1
2013-04-12,1161.95
2013-04-15,1144.2
2013-04-16,1158.9
2013-04-17,1159.75
2013-04-18,1165.75
2013-04-22,1169.85
2013-04-23,1181.3
2013-04-25,1180.5
2013-04-26,1197.5
2013-04-29,1191.0
2013-04-30,1175.55
2013-05-02,1193.25
2013-05-03,1200.55
2013-05-06,1200.15
2013-05-07,1199.15
2013-05-08,1247.3
2013-05-09,1245.65
2013-05-10,1301.25
2013-05-11,1258.45
2013-05-13,1248.15
2013-05-14,1246.5
2013-05-15,1281.95
2013-05-16,1297.65
2013-05-17,1322.95
2013-05-20,1282.25
2013-05-21,1259.6
2013-05-22,1258.95
2013-05-23,1251.8
2013-05-24,1252.4
2013-05-27,1280.75
2013-05-28,1291.8
2013-05-29,1284.5
2013-05-30,1266.7
2013-05-31,1310.15
2013-06-03,1304.3
2013-06-04,1326.85
2013-06-05,1337.55
2013-06-06,1344.8
2013-06-07,1326.8
2013-06-10,1352.5
2013-06-11,1317.05
2013-06-12,1349.15
2013-06-13,1318.85
2013-06-14,1326.1
2013-06-17,1294.4
2013-06-18,1328.5
2013-06-19,1329.8
2013-06-20,1311.55
2013-06-21,1278.4
2013-06-24,1250.65
2013-06-25,1258.05
2013-06-26,1250.55
2013-06-27,1244.55
2013-06-28,1276.3
2013-07-01,1261.8
2013-07-02,1274.9
2013-07-03,1244.0
2013-07-04,1248.2
2013-07-05,1259.3
2013-07-08,1248.9
2013-07-09,1246.9
2013-07-10,1230.6
2013-07-11,1229.05
2013-07-12,1224.9
2013-07-15,1229.75
2013-07-16,1223.6
2013-07-17,1214.2
2013-07-18,1203.3
2013-07-19,1201.3
2013-07-22,1190.55
2013-07-23,1206.4
2013-07-24,1191.25
2013-07-25,1187.05
2013-07-26,1165.55
2013-07-29,1138.5
2013-07-30,1130.3
2013-07-31,1103.3
2013-08-01,1117.1
2013-08-02,1120.85
2013-08-05,1134.55
2013-08-06,1141.5
2013-08-07,1134.75
2013-08-08,1155.9
2013-08-12,1186.65
2013-08-13,1207.6
2013-08-14,1204.35
2013-08-16,1191.2
2013-08-19,1186.4
2013-08-20,1181.5
2013-08-21,1188.65
2013-08-22,1173.45
2013-08-23,1180.15
2013-08-26,1177.85
2013-08-27,1152.7
2013-08-28,1130.2
2013-08-29,1162.6
2013-08-30,1169.45
2013-09-02,1180.6
2013-09-03,1176.55
2013-09-04,1189.7
2013-09-05,1177.1
2013-09-06,1181.1
2013-09-10,1200.85
2013-09-11,1198.05
2013-09-12,1181.25
2013-09-13,1179.6
2013-09-16,1172.05
2013-09-17,1153.4
2013-09-18,1148.9
2013-09-19,1152.1
2013-09-20,1084.45
2013-09-23,1083.45
2013-09-24,1078.3
2013-09-25,1095.0
2013-09-26,1104.25
2013-09-27,1090.0
2013-09-30,1087.05
2013-10-01,1084.3
2013-10-03,1091.8
2013-10-04,1084.95
2013-10-07,1079.85
2013-10-08,1086.1
2013-10-09,1083.0
2013-10-10,1098.9
2013-10-11,1089.45
2013-10-14,1089.0
2013-10-15,1080.6
2013-10-17,1074.8
2013-10-18,1090.5
