Date,SHK
2016-08-19,290.5
2016-08-22,297.8
2016-08-23,293.25
2016-08-24,295.5
2016-08-25,296.2
2016-08-26,301.1
2016-08-29,325.6
2016-08-30,336.75
2016-08-31,341.7
2016-09-01,343.75
2016-09-02,341.35
2016-09-06,340.15
2016-09-07,339.1
2016-09-08,327.05
2016-09-09,313.75
2016-09-12,301.1
2016-09-14,310.2
2016-09-15,308.45
2016-09-16,311.9
2016-09-19,308.05
2016-09-20,308.3
2016-09-21,304.8
2016-09-22,305.15
2016-09-23,300.9
2016-09-26,313.75
2016-09-27,309.6
2016-09-28,307.85
2016-09-29,305.4
2016-09-30,303.75
2016-10-03,313.4
2016-10-04,311.1
2016-10-05,304.35
2016-10-06,290.15
2016-10-07,296.4
2016-10-10,303.85
2016-10-13,297.15
2016-10-14,306.8
2016-10-17,302.0
2016-10-18,300.15
2016-10-19,301.3
2016-10-20,306.0
2016-10-21,301.85
2016-10-24,306.1
2016-10-25,311.15
2016-10-26,305.45
2016-10-27,313.2
2016-10-28,311.6
2016-10-30,318.2
2016-11-01,321.25
2016-11-02,311.0
2016-11-03,312.85
2016-11-04,305.75
2016-11-07,306.95
2016-11-08,306.35
2016-11-09,297.85
2016-11-10,304.7
2016-11-11,298.25
2016-11-15,280.45
2016-11-16,294.75
2016-11-17,288.8
2016-11-18,286.55
2016-11-21,278.85
2016-11-22,283.2
2016-11-23,289.0
2016-11-24,288.45
2016-11-25,295.85
2016-11-28,296.55
2016-11-29,301.55
2016-11-30,296.45
2016-12-01,291.65
2016-12-02,297.8
2016-12-05,300.05
2016-12-06,297.7
2016-12-07,299.05
2016-12-08,303.0
2016-12-09,299.6
2016-12-12,298.0
2016-12-13,309.15
2016-12-14,288.55
2016-12-15,290.3
2016-12-16,285.45
2016-12-19,285.95
2016-12-20,283.65
2016-12-21,292.85
2016-12-22,287.5
2016-12-23,296.0
2016-12-26,290.05
2016-12-27,296.35
2016-12-28,302.8
2016-12-29,304.35
2016-12-30,310.5
2017-01-02,306.45
2017-01-03,305.15
2017-01-04,335.4
2017-01-05,323.65
2017-01-06,317.6
2017-01-09,324.35
2017-01-10,320.8
2017-01-11,321.65
2017-01-12,317.5
2017-01-13,317.7
2017-01-16,320.7
2017-01-17,319.2
2017-01-18,322.0
2017-01-19,322.1
2017-01-20,318.0
2017-01-23,319.75
2017-01-24,318.85
2017-01-25,310.45
2017-01-27,316.1
2017-01-30,316.25
2017-01-31,319.95
2017-02-01,318.1
2017-02-02,313.4
2017-02-03,312.35
2017-02-06,309.45
2017-02-07,313.25
2017-02-08,312.45
2017-02-09,318.3
2017-02-10,319.75
2017-02-13,318.35
2017-02-14,318.3
2017-02-15,308.9
2017-02-16,309.2
2017-02-17,308.9
2017-02-20,308.05
2017-02-21,304.6
2017-02-22,301.85
2017-02-23,292.7
2017-02-27,299.8
2017-02-28,298.75
2017-03-01,296.0
2017-03-02,291.3
2017-03-03,288.75
2017-03-06,289.0
2017-03-07,285.05
2017-03-08,286.55
2017-03-09,291.75
2017-03-10,289.2
2017-03-14,298.0
2017-03-15,295.3
2017-03-16,304.1
2017-03-17,310.6
2017-03-20,306.05
2017-03-21,301.3
2017-03-22,302.5
2017-03-23,310.15
2017-03-24,305.9
2017-03-27,301.7
2017-03-28,298.55
2017-03-29,295.1
2017-03-30,298.85
2017-03-31,296.45
2017-04-03,299.65
2017-04-05,297.6
2017-04-06,301.9
2017-04-07,306.95
2017-04-10,308.6
2017-04-11,307.9
2017-04-12,308.1
2017-04-13,318.95
2017-04-17,319.45
2017-04-18,311.6
2017-04-19,324.45
2017-04-20,320.4
2017-04-21,320.3
2017-04-24,320.05
2017-04-25,323.5
2017-04-26,321.0
2017-04-27,320.65
2017-04-28,323.5
2017-05-02,328.05
2017-05-03,312.15
2017-05-04,322.2
2017-05-05,310.85
2017-05-08,314.3
2017-05-09,311.15
2017-05-10,315.25
2017-05-11,314.45
2017-05-12,312.05
2017-05-15,291.15
2017-05-16,293.9
2017-05-17,286.0
2017-05-18,284.15
2017-05-19,289.65
2017-05-22,291.2
2017-05-23,283.9
2017-05-24,275.2
2017-05-25,265.8
2017-05-26,281.2
2017-05-29,285.2
2017-05-30,280.1
2017-05-31,284.55
2017-06-01,287.15
2017-06-02,280.3
2017-06-05,279.9
2017-06-06,277.85
2017-06-07,287.45
2017-06-08,288.95
2017-06-09,290.6
2017-06-12,290.45
2017-06-13,287.7
2017-06-14,285.35
2017-06-15,284.35
2017-06-16,292.05
2017-06-19,286.35
2017-06-20,283.5
2017-06-21,286.65
2017-06-22,282.0
2017-06-23,270.2
2017-06-27,266.45
2017-06-28,269.65
2017-06-29,267.4
2017-06-30,263.75
2017-07-03,262.85
2017-07-04,260.25
2017-07-05,259.55
2017-07-06,259.5
2017-07-07,261.8
2017-07-10,261.5
2017-07-11,262.15
2017-07-12,267.3
2017-07-13,267.5
2017-07-14,263.15
2017-07-17,264.3
2017-07-18,261.1
2017-07-19,263.1
2017-07-20,271.95
2017-07-21,271.0
2017-07-24,276.45
2017-07-25,277.05
2017-07-26,274.85
2017-07-27,270.25
2017-07-28,270.65
2017-07-31,264.65
2017-08-01,268.3
2017-08-02,266.15
2017-08-03,265.95
2017-08-04,264.9
2017-08-07,263.55
2017-08-08,259.6
2017-08-09,257.05
2017-08-10,252.35
2017-08-11,252.8
2017-08-14,259.15
2017-08-16,254.4
2017-08-17,256.5
2017-08-18,252.35
2017-08-21,249.9
2017-08-22,245.65
2017-08-23,246.95
2017-08-24,246.8
2017-08-28,245.35
2017-08-29,242.3
2017-08-30,243.35
2017-08-31,237.85
2017-09-01,250.8
2017-09-04,257.3
2017-09-05,258.65
2017-09-06,261.3
2017-09-07,265.05
2017-09-08,262.6
2017-09-11,258.1
2017-09-12,257.65
2017-09-13,264.0
2017-09-14,259.15
2017-09-15,276.2
2017-09-18,281.15
2017-09-19,270.35
2017-09-20,266.3
2017-09-21,262.15
2017-09-22,255.9
2017-09-25,250.0
2017-09-26,257.9
2017-09-27,250.15
2017-09-28,250.95
2017-09-29,251.65
2017-10-03,254.5
2017-10-04,265.0
2017-10-05,265.35
2017-10-06,263.7
2017-10-09,268.55
2017-10-10,286.35
2017-10-11,279.85
2017-10-12,281.6
2017-10-13,277.55
2017-10-16,279.6
2017-10-17,278.45
2017-10-18,277.65
2017-10-19,277.3
2017-10-23,280.1
2017-10-24,278.8
2017-10-25,272.5
2017-10-26,272.0
2017-10-27,276.15
2017-10-30,273.75
2017-10-31,271.15
2017-11-01,267.8
2017-11-02,267.0
2017-11-03,272.3
2017-11-06,271.75
2017-11-07,264.75
2017-11-08,270.5
2017-11-09,270.3
2017-11-10,266.4
2017-11-13,263.1
2017-11-14,258.6
2017-11-15,254.15
2017-11-16,257.35
2017-11-17,253.65
2017-11-20,251.45
2017-11-21,255.25
2017-11-22,258.85
2017-11-23,259.95
2017-11-24,260.5
2017-11-27,262.65
2017-11-28,259.55
2017-11-29,259.0
2017-11-30,255.8
2017-12-01,257.25
2017-12-04,261.2
2017-12-05,257.05
2017-12-06,259.3
2017-12-07,260.55
2017-12-08,259.9
2017-12-11,254.75
2017-12-12,254.6
2017-12-13,254.0
2017-12-14,256.05
2017-12-15,255.1
2017-12-18,252.55
2017-12-19,253.45
2017-12-20,257.1
2017-12-21,267.4
2017-12-22,276.1
2017-12-26,275.35
2017-12-27,277.35
2017-12-28,293.35
2017-12-29,298.5
