Date,PFC
2013-01-01,207.3
2013-01-02,207.45
2013-01-03,212.2
2013-01-04,211.8
2013-01-07,207.6
2013-01-08,206.3
2013-01-09,207.1
2013-01-10,208.7
2013-01-11,203.35
2013-01-14,207.15
2013-01-15,207.5
2013-01-16,204.95
2013-01-17,205.25
2013-01-18,207.25
2013-01-21,211.85
2013-01-22,204.65
2013-01-23,200.8
2013-01-24,196.4
2013-01-25,206.2
2013-01-28,210.0
2013-01-29,203.2
2013-01-30,206.6
2013-01-31,211.1
2013-02-01,207.3
2013-02-04,214.65
2013-02-05,212.05
2013-02-06,221.85
2013-02-07,220.65
2013-02-08,222.85
2013-02-11,219.8
2013-02-12,217.75
2013-02-13,216.55
2013-02-14,213.9
2013-02-15,217.35
2013-02-18,214.65
2013-02-19,218.05
2013-02-20,214.85
2013-02-21,209.35
2013-02-22,204.4
2013-02-25,205.7
2013-02-26,198.8
2013-02-27,205.05
2013-02-28,201.45
2013-03-01,191.65
2013-03-04,188.0
2013-03-05,199.2
2013-03-06,203.45
2013-03-07,204.5
2013-03-08,202.8
2013-03-11,204.0
2013-03-12,199.25
2013-03-13,189.8
2013-03-14,198.45
2013-03-15,200.1
2013-03-18,194.0
2013-03-19,183.35
2013-03-20,177.35
2013-03-21,175.55
2013-03-22,178.15
2013-03-25,178.1
2013-03-26,182.2
2013-03-28,180.7
2013-04-01,183.2
2013-04-02,187.7
2013-04-03,182.7
2013-04-04,184.9
2013-04-05,187.55
2013-04-08,191.65
2013-04-09,188.5
2013-04-10,190.65
2013-04-11,189.3
2013-04-12,190.3
2013-04-15,194.55
2013-04-16,200.3
2013-04-17,192.8
2013-04-18,196.15
2013-04-22,194.95
2013-04-23,199.1
2013-04-25,198.65
2013-04-26,192.95
2013-04-29,197.2
2013-04-30,194.85
2013-05-02,198.3
2013-05-03,190.45
2013-05-06,191.95
2013-05-07,198.2
2013-05-08,198.1
2013-05-09,197.75
2013-05-10,197.65
2013-05-11,197.65
2013-05-13,191.65
2013-05-14,192.15
2013-05-15,197.95
2013-05-16,203.85
2013-05-17,204.7
2013-05-20,204.55
2013-05-21,200.7
2013-05-22,197.6
2013-05-23,189.65
2013-05-24,193.1
2013-05-27,195.25
2013-05-28,194.2
2013-05-29,195.4
2013-05-30,191.25
2013-05-31,183.05
2013-06-03,181.5
2013-06-04,179.1
2013-06-05,173.75
2013-06-06,175.75
2013-06-07,179.1
2013-06-10,178.35
2013-06-11,172.2
2013-06-12,167.9
2013-06-13,159.75
2013-06-14,165.45
2013-06-17,164.55
2013-06-18,165.0
2013-06-19,165.05
2013-06-20,154.6
2013-06-21,145.6
2013-06-24,137.85
2013-06-25,137.65
2013-06-26,137.75
2013-06-27,138.7
2013-06-28,144.1
2013-07-01,147.05
2013-07-02,149.7
2013-07-03,136.8
2013-07-04,136.8
2013-07-05,137.95
2013-07-08,137.65
2013-07-09,138.6
2013-07-10,139.75
2013-07-11,146.6
2013-07-12,149.8
2013-07-15,147.25
2013-07-16,136.3
2013-07-17,130.85
2013-07-18,129.65
2013-07-19,133.15
2013-07-22,133.6
2013-07-23,136.3
2013-07-24,129.95
2013-07-25,123.9
2013-07-26,121.35
2013-07-29,119.85
2013-07-30,116.05
2013-07-31,108.1
2013-08-01,99.95
2013-08-02,98.05
2013-08-05,109.4
2013-08-06,107.1
2013-08-07,114.2
2013-08-08,115.35
2013-08-12,115.5
2013-08-13,120.25
2013-08-14,119.9
2013-08-16,111.5
2013-08-19,109.7
2013-08-20,113.45
2013-08-21,115.25
2013-08-22,115.5
2013-08-23,120.1
2013-08-26,115.85
2013-08-27,106.0
2013-08-28,104.05
2013-08-29,106.05
2013-08-30,109.1
2013-09-02,111.35
2013-09-03,106.65
2013-09-04,110.35
2013-09-05,118.8
2013-09-06,121.95
2013-09-10,125.3
2013-09-11,126.2
2013-09-12,124.55
2013-09-13,130.75
2013-09-16,129.0
2013-09-17,126.95
2013-09-18,127.9
2013-09-19,135.65
2013-09-20,133.1
2013-09-23,132.0
2013-09-24,132.65
2013-09-25,132.9
2013-09-26,133.95
2013-09-27,133.25
2013-09-30,130.9
2013-10-01,131.45
2013-10-03,134.0
2013-10-04,135.05
2013-10-07,134.65
2013-10-08,136.45
2013-10-09,136.65
2013-10-10,136.7
2013-10-11,137.25
2013-10-14,133.7
2013-10-15,131.1
2013-10-17,126.45
2013-10-18,129.25
2013-10-21,131.15
2013-10-22,130.1
2013-10-23,128.9
2013-10-24,128.95
2013-10-25,125.7
2013-10-28,122.6
2013-10-29,128.9
2013-10-30,136.1
2013-10-31,134.4
2013-11-01,144.35
2013-11-03,143.4
2013-11-05,147.8
2013-11-06,146.45
2013-11-07,143.5
2013-11-08,144.4
2013-11-11,142.2
2013-11-12,142.25
2013-11-13,141.9
2013-11-14,149.25
2013-11-18,152.25
2013-11-19,156.25
2013-11-20,154.85
2013-11-21,144.4
2013-11-22,148.55
2013-11-25,154.25
2013-11-26,152.4
2013-11-27,153.0
2013-11-28,150.7
2013-11-29,159.15
2013-12-02,163.1
2013-12-03,163.1
2013-12-04,158.35
2013-12-05,163.4
2013-12-06,162.0
2013-12-09,164.75
2013-12-10,162.8
2013-12-11,158.1
2013-12-12,152.25
2013-12-13,146.25
2013-12-16,152.55
2013-12-17,153.0
2013-12-18,154.15
2013-12-19,151.2
2013-12-20,161.3
2013-12-23,162.6
2013-12-24,164.9
2013-12-26,161.0
2013-12-27,162.75
2013-12-30,160.45
2013-12-31,166.95
2014-01-01,166.3
2014-01-02,159.95
2014-01-03,158.5
2014-01-06,157.95
2014-01-07,152.95
2014-01-08,155.45
2014-01-09,154.0
2014-01-10,151.95
2014-01-13,153.05
2014-01-14,148.65
2014-01-15,153.3
2014-01-16,150.45
2014-01-17,145.7
2014-01-20,143.45
2014-01-21,147.2
2014-01-22,144.35
2014-01-23,145.1
2014-01-24,137.1
2014-01-27,129.4
2014-01-28,133.35
2014-01-29,134.4
2014-01-30,130.8
2014-01-31,136.15
2014-02-03,132.0
2014-02-04,138.0
2014-02-05,145.55
2014-02-06,152.1
2014-02-07,145.1
2014-02-10,145.6
2014-02-11,148.15
2014-02-12,147.5
2014-02-13,145.65
2014-02-14,145.95
2014-02-17,149.95
2014-02-18,149.95
2014-02-19,149.1
2014-02-20,150.45
2014-02-21,153.7
2014-02-24,156.25
2014-02-25,156.3
2014-02-26,154.25
2014-02-28,164.6
