Date,MARALOVER
2013-01-01,14.5
2013-01-02,14.45
2013-01-03,14.7
2013-01-04,14.35
2013-01-07,14.5
2013-01-08,15.85
2013-01-09,15.5
2013-01-10,15.0
2013-01-11,14.9
2013-01-14,15.3
2013-01-15,15.25
2013-01-16,15.1
2013-01-17,14.9
2013-01-18,14.85
2013-01-21,15.3
2013-01-22,14.65
2013-01-23,15.75
2013-01-24,15.05
2013-01-25,14.5
2013-01-28,14.75
2013-01-29,14.45
2013-01-30,14.9
2013-01-31,14.8
2013-02-01,14.35
2013-02-04,14.15
2013-02-05,13.55
2013-02-06,13.3
2013-02-07,13.3
2013-02-08,13.25
2013-02-11,13.1
2013-02-12,12.85
2013-02-13,12.75
2013-02-14,12.5
2013-02-15,12.45
2013-02-18,12.5
2013-02-19,12.4
2013-02-20,12.75
2013-02-21,12.25
2013-02-22,12.1
2013-02-25,12.1
2013-02-26,11.9
2013-02-27,11.75
2013-02-28,11.5
2013-03-01,11.7
2013-03-04,10.85
2013-03-05,10.9
2013-03-06,11.25
2013-03-07,11.15
2013-03-08,11.7
2013-03-11,11.9
2013-03-12,11.35
2013-03-13,11.45
2013-03-14,11.1
2013-03-15,11.25
2013-03-18,10.9
2013-03-19,10.55
2013-03-20,10.05
2013-03-21,10.0
2013-03-22,10.4
2013-03-25,9.9
2013-03-26,10.35
2013-03-28,9.8
2013-04-01,10.05
2013-04-02,10.6
2013-04-03,11.25
2013-04-04,10.75
2013-04-05,10.35
2013-04-08,10.4
2013-04-09,11.1
2013-04-10,10.5
2013-04-11,10.7
2013-04-12,10.15
2013-04-15,10.45
2013-04-16,11.0
2013-04-17,10.45
2013-04-18,10.35
2013-04-22,10.9
2013-04-23,11.3
2013-04-25,11.05
2013-04-26,11.55
2013-04-29,13.0
2013-04-30,13.7
2013-05-02,12.85
2013-05-03,12.6
2013-05-06,12.75
2013-05-07,12.45
2013-05-08,12.05
2013-05-09,12.2
2013-05-10,12.3
2013-05-11,12.0
2013-05-13,12.4
2013-05-14,12.2
2013-05-15,12.65
2013-05-16,12.45
2013-05-17,12.6
2013-05-20,12.1
2013-05-21,12.3
2013-05-22,12.25
2013-05-23,11.75
2013-05-24,11.0
2013-05-27,10.95
2013-05-28,10.95
2013-05-29,10.55
2013-05-30,10.75
2013-05-31,11.0
2013-06-03,11.0
2013-06-04,11.05
2013-06-05,10.95
2013-06-06,10.8
2013-06-07,11.05
2013-06-10,10.6
2013-06-11,10.35
2013-06-12,10.05
2013-06-13,10.0
2013-06-14,10.0
2013-06-17,10.5
2013-06-18,10.55
2013-06-19,9.9
2013-06-20,9.6
2013-06-21,10.0
2013-06-24,9.3
2013-06-25,9.05
2013-06-26,9.1
2013-06-27,9.15
2013-06-28,9.35
2013-07-01,10.1
2013-07-02,9.85
2013-07-03,10.4
2013-07-04,10.35
2013-07-05,10.7
2013-07-08,10.3
2013-07-09,10.85
2013-07-10,11.15
2013-07-11,10.8
2013-07-12,11.0
2013-07-15,11.45
2013-07-16,11.4
2013-07-17,11.4
2013-07-18,11.05
2013-07-19,11.4
2013-07-22,11.5
2013-07-23,12.15
2013-07-24,11.9
2013-07-25,11.35
2013-07-26,11.15
2013-07-29,10.25
2013-07-30,10.25
2013-07-31,10.35
2013-08-01,10.3
2013-08-02,9.7
2013-08-05,10.0
2013-08-06,10.35
2013-08-07,9.75
2013-08-08,9.8
2013-08-12,10.65
2013-08-13,11.0
2013-08-14,11.1
2013-08-16,12.25
2013-08-19,13.95
2013-08-20,14.15
2013-08-21,13.0
2013-08-22,12.8
2013-08-23,12.65
2013-08-26,13.35
2013-08-27,13.2
2013-08-28,13.05
2013-08-29,12.95
2013-08-30,12.95
2013-09-02,13.0
2013-09-03,12.4
2013-09-04,13.1
2013-09-05,13.15
2013-09-06,13.55
2013-09-10,13.7
2013-09-11,13.65
2013-09-12,13.65
2013-09-13,13.9
2013-09-16,14.55
2013-09-17,15.4
2013-09-18,14.7
2013-09-19,14.45
2013-09-20,14.35
2013-09-23,14.9
2013-09-24,14.1
2013-09-25,13.85
2013-09-26,13.65
2013-09-27,14.15
2013-09-30,13.85
2013-10-01,13.95
2013-10-03,14.3
2013-10-04,14.25
2013-10-07,14.95
2013-10-08,14.95
2013-10-09,15.1
2013-10-10,15.2
2013-10-11,16.9
