Date,POLARIS
2013-01-01,116.65
2013-01-02,115.8
2013-01-03,117.15
2013-01-04,117.6
2013-01-07,116.25
2013-01-08,115.8
2013-01-09,115.5
2013-01-10,115.1
2013-01-11,120.3
2013-01-14,122.05
2013-01-15,120.45
2013-01-16,128.4
2013-01-17,135.9
2013-01-18,135.85
2013-01-21,141.95
2013-01-22,128.45
2013-01-23,120.6
2013-01-24,108.45
2013-01-25,121.6
2013-01-28,117.35
2013-01-29,113.65
2013-01-30,117.65
2013-01-31,114.45
2013-02-01,114.9
2013-02-04,114.55
2013-02-05,114.95
2013-02-06,118.05
2013-02-07,118.0
2013-02-08,118.15
2013-02-11,120.3
2013-02-12,122.45
2013-02-13,122.3
2013-02-14,124.95
2013-02-15,125.7
2013-02-18,122.95
2013-02-19,124.2
2013-02-20,125.3
2013-02-21,123.55
2013-02-22,121.0
2013-02-25,120.45
2013-02-26,114.4
2013-02-27,115.25
2013-02-28,119.15
2013-03-01,118.0
2013-03-04,117.0
2013-03-05,121.0
2013-03-06,120.2
2013-03-07,119.1
2013-03-08,119.15
2013-03-11,121.35
2013-03-12,121.45
2013-03-13,118.15
2013-03-14,119.1
2013-03-15,122.65
2013-03-18,117.7
2013-03-19,116.25
2013-03-20,117.6
2013-03-21,115.4
2013-03-22,112.1
2013-03-25,107.9
2013-03-26,109.1
2013-03-28,111.3
2013-04-01,115.65
2013-04-02,119.45
2013-04-03,116.1
2013-04-04,116.25
2013-04-05,115.05
2013-04-08,117.85
2013-04-09,117.65
2013-04-10,115.5
2013-04-11,117.05
2013-04-12,119.0
2013-04-15,116.85
2013-04-16,116.4
2013-04-17,115.85
2013-04-18,116.65
2013-04-22,114.9
2013-04-23,115.25
2013-04-25,115.35
2013-04-26,114.7
2013-04-29,111.1
2013-04-30,107.75
2013-05-02,109.3
2013-05-03,106.25
2013-05-06,107.1
2013-05-07,105.15
2013-05-08,105.65
2013-05-09,103.75
2013-05-10,101.9
2013-05-11,102.75
2013-05-13,99.2
2013-05-14,96.55
2013-05-15,97.4
2013-05-16,103.5
2013-05-17,106.3
2013-05-20,102.7
2013-05-21,102.05
2013-05-22,102.35
2013-05-23,99.5
2013-05-24,99.75
2013-05-27,100.1
2013-05-28,99.7
2013-05-29,104.55
2013-05-30,115.55
2013-05-31,113.75
2013-06-03,113.25
2013-06-04,117.35
2013-06-05,118.3
2013-06-06,119.65
2013-06-07,130.1
2013-06-10,123.2
2013-06-11,113.0
2013-06-12,111.3
2013-06-13,113.6
2013-06-14,116.15
2013-06-17,122.15
2013-06-18,122.55
2013-06-19,123.65
2013-06-20,119.55
2013-06-21,123.65
2013-06-24,116.3
2013-06-25,118.3
2013-06-26,114.35
2013-06-27,117.75
2013-06-28,114.3
2013-07-01,118.15
2013-07-02,119.6
2013-07-03,114.85
2013-07-04,115.15
2013-07-05,112.3
2013-07-08,111.8
2013-07-09,114.3
2013-07-10,112.4
2013-07-11,113.65
2013-07-12,114.85
2013-07-15,119.55
2013-07-16,118.0
2013-07-17,116.45
2013-07-18,123.05
2013-07-19,117.7
2013-07-22,117.75
2013-07-23,116.7
2013-07-24,111.7
2013-07-25,111.3
2013-07-26,108.5
2013-07-29,109.6
2013-07-30,105.25
2013-07-31,99.75
2013-08-01,105.9
2013-08-02,113.25
2013-08-05,115.05
2013-08-06,118.55
2013-08-07,121.3
2013-08-08,119.85
2013-08-12,119.0
2013-08-13,116.3
2013-08-14,111.95
2013-08-16,107.4
2013-08-19,104.9
2013-08-20,104.35
2013-08-21,101.7
2013-08-22,101.0
2013-08-23,105.55
2013-08-26,104.95
2013-08-27,106.75
2013-08-28,110.0
2013-08-29,114.6
2013-08-30,118.5
2013-09-02,115.5
2013-09-03,117.15
2013-09-04,118.3
2013-09-05,117.15
2013-09-06,117.05
2013-09-10,117.4
2013-09-11,115.95
2013-09-12,115.9
2013-09-13,116.55
2013-09-16,116.5
2013-09-17,119.05
2013-09-18,121.1
2013-09-19,123.05
2013-09-20,116.4
2013-09-23,116.45
2013-09-24,115.95
2013-09-25,117.4
2013-09-26,125.85
2013-09-27,126.8
2013-09-30,129.1
2013-10-01,128.0
2013-10-03,126.5
2013-10-04,125.2
2013-10-07,130.1
2013-10-08,127.75
2013-10-09,127.0
2013-10-10,130.7
2013-10-11,136.4
2013-10-14,142.55
2013-10-15,134.3
2013-10-17,137.75
2013-10-18,137.4
2013-10-21,141.25
2013-10-22,142.75
2013-10-23,140.25
2013-10-24,133.55
2013-10-25,134.4
2013-10-28,140.05
2013-10-29,141.1
2013-10-30,141.95
2013-10-31,143.4
2013-11-01,146.0
2013-11-03,148.7
2013-11-05,148.15
2013-11-06,151.35
2013-11-07,154.35
2013-11-08,144.95
2013-11-11,147.65
2013-11-12,140.45
2013-11-13,135.0
2013-11-14,133.5
2013-11-18,134.7
2013-11-19,134.95
2013-11-20,135.65
2013-11-21,132.0
2013-11-22,132.2
2013-11-25,130.4
2013-11-26,132.15
2013-11-27,132.6
2013-11-28,134.05
2013-11-29,135.35
2013-12-02,133.2
2013-12-03,131.05
2013-12-04,129.5
2013-12-05,129.5
2013-12-06,127.35
2013-12-09,125.0
2013-12-10,124.8
2013-12-11,127.85
2013-12-12,126.25
2013-12-13,125.6
2013-12-16,126.75
2013-12-17,124.55
2013-12-18,124.45
2013-12-19,128.35
2013-12-20,132.35
2013-12-23,133.2
2013-12-24,131.75
2013-12-26,131.9
2013-12-27,138.25
2013-12-30,133.8
2013-12-31,135.65
2014-01-01,134.75
2014-01-02,133.5
2014-01-03,140.2
2014-01-06,143.65
2014-01-07,140.5
2014-01-08,145.9
2014-01-09,143.85
2014-01-10,148.1
2014-01-13,149.1
2014-01-14,146.85
2014-01-15,144.0
2014-01-16,145.55
2014-01-17,138.9
2014-01-20,139.85
2014-01-21,139.35
2014-01-22,137.65
2014-01-23,137.95
2014-01-24,134.45
2014-01-27,140.6
2014-01-28,141.9
2014-01-29,140.05
2014-01-30,134.6
2014-01-31,135.8
2014-02-03,132.65
2014-02-04,128.45
2014-02-05,129.2
2014-02-06,130.65
2014-02-07,127.65
2014-02-10,126.95
2014-02-11,127.95
2014-02-12,126.55
