Date,MANGALAM
2013-03-01,6.6
2013-03-05,6.4
2013-03-06,6.4
2013-03-08,6.7
2013-03-12,6.45
2013-03-14,6.25
2013-03-18,6.0
2013-03-21,6.0
2013-03-25,6.0
2013-03-26,6.2
2013-03-28,6.25
2013-04-01,6.0
2013-04-03,5.85
2013-04-04,5.8
2013-04-05,5.8
2013-04-16,6.05
2013-04-17,6.0
2013-05-09,5.95
2013-05-21,6.05
2013-06-21,5.75
2013-07-15,5.5
2013-07-23,5.25
2013-07-25,5.5
2013-08-06,5.25
2013-08-20,5.0
2013-09-12,5.0
2013-09-17,4.8
2013-09-19,4.6
2013-09-23,4.45
2013-09-24,4.5
2013-09-26,4.3
2013-09-30,4.1
2013-10-01,4.15
2013-10-07,4.05
2013-10-11,4.25
2013-10-14,4.05
2013-10-17,4.05
2013-10-18,3.95
2013-10-21,3.95
2013-10-24,3.85
2013-10-25,3.7
2013-10-31,3.85
2013-11-01,4.0
2013-11-06,3.8
2013-11-07,3.7
2013-11-19,3.85
2013-11-21,4.0
2013-11-22,4.2
2013-11-25,4.0
2013-11-26,4.2
2013-11-27,4.1
2013-11-28,4.0
2013-12-02,4.2
2013-12-03,4.4
2013-12-04,4.6
2013-12-05,4.8
2013-12-06,5.0
2013-12-09,5.25
2013-12-10,5.0
2013-12-12,5.0
2013-12-13,5.25
2013-12-16,5.5
2013-12-17,5.75
2013-12-18,5.5
2013-12-19,5.7
2014-03-03,5.4
2014-03-04,5.45
2014-03-05,5.25
2014-03-06,5.35
2014-03-07,5.1
2014-03-10,5.0
2014-03-11,4.75
2014-03-12,4.55
2014-03-13,4.35
2014-03-14,4.15
2014-03-18,3.95
2014-03-19,3.8
2014-03-20,3.65
2014-03-21,3.8
2014-03-22,3.95
2014-03-24,4.1
2014-03-25,4.2
2014-03-26,4.4
2014-03-27,4.6
2014-03-28,4.8
2014-03-31,4.6
2014-04-01,4.75
2014-04-02,4.95
2014-04-03,4.75
2014-04-04,4.75
2014-04-07,4.9
2014-04-09,4.9
2014-04-10,5.1
2014-04-11,5.35
2014-09-09,20.0
2014-09-10,21.0
2014-09-11,22.05
2014-09-12,23.15
2014-09-15,24.3
2014-09-16,23.1
2014-09-17,22.0
2014-09-18,23.1
2014-09-19,23.85
2014-09-22,23.3
2014-09-23,22.6
2014-09-24,21.6
2014-09-25,20.55
2014-09-26,19.8
2014-09-29,20.45
2014-09-30,19.45
2014-10-01,19.75
2014-10-07,18.8
2014-10-08,18.15
2014-10-09,18.75
2014-10-10,18.75
2014-10-13,18.45
2014-10-14,17.75
2014-10-16,16.95
2014-10-17,16.55
2014-10-20,17.25
2014-10-21,16.55
2014-10-22,17.2
2014-10-23,18.05
2014-10-27,18.95
2014-10-28,19.85
2014-10-29,19.8
2014-10-30,19.3
2014-10-31,18.75
2014-11-03,18.4
2014-11-05,17.75
2014-11-07,18.05
2014-11-10,17.85
2014-11-11,19.6
2014-11-12,19.75
2014-11-13,18.5
2014-11-14,20.35
2014-11-17,22.35
2014-11-18,24.4
2014-11-19,22.65
2014-11-20,22.9
2014-11-21,22.6
2014-11-24,21.6
2014-11-25,21.05
2014-11-26,21.1
2014-11-27,21.0
2014-11-28,21.85
2014-12-01,21.2
2014-12-02,21.15
2014-12-03,20.6
2014-12-04,20.15
2014-12-05,21.2
2014-12-08,21.4
2014-12-09,22.0
2014-12-10,22.0
2014-12-11,20.95
2014-12-12,20.9
2014-12-15,20.45
2014-12-16,18.9
2014-12-17,18.55
2014-12-18,19.5
2014-12-19,19.75
2014-12-22,21.35
2014-12-23,20.6
2014-12-24,20.05
2014-12-26,20.3
2014-12-29,20.6
2014-12-30,19.9
2014-12-31,20.15
2015-01-01,19.85
2015-01-02,20.4
2015-01-05,21.3
2015-01-06,20.05
2015-01-07,20.65
2015-01-08,20.95
2015-01-09,20.45
2015-01-12,20.65
2015-01-13,20.15
2015-01-14,19.6
2015-01-15,19.85
2015-01-16,21.0
2015-01-19,21.45
2015-01-20,21.3
2015-01-21,20.45
2015-01-22,20.3
2015-01-23,21.15
2015-01-27,21.1
2015-01-28,19.75
2015-01-29,19.75
2015-01-30,20.55
2015-02-02,19.75
2015-02-03,19.45
2015-02-04,19.15
2015-02-05,19.35
2015-02-06,18.85
2015-02-09,18.45
2015-02-10,18.05
2015-02-11,18.4
2015-02-12,18.05
2015-02-13,17.95
2015-02-16,18.0
2015-02-18,20.45
2015-02-19,20.55
2015-02-20,20.1
2015-02-23,19.1
2015-02-24,19.25
2015-02-25,18.8
2015-02-26,18.0
2015-02-27,18.65
2015-02-28,18.3
2015-03-02,18.9
2015-03-03,18.45
2015-03-04,17.75
2015-03-05,18.45
2015-03-09,18.05
2015-03-10,18.5
2015-03-11,18.25
2015-03-12,18.95
2015-03-13,19.55
2015-03-16,22.3
2015-03-17,26.75
2015-03-18,29.4
2015-03-19,26.5
2015-03-20,25.8
2015-03-23,25.95
2015-03-24,26.05
2015-03-25,26.95
2015-03-26,26.25
2015-03-27,26.25
2015-03-30,27.05
2015-03-31,26.5
2015-04-01,26.1
2015-04-06,27.4
2015-04-07,29.25
2015-04-08,30.45
2015-04-09,29.65
2015-04-10,29.2
2015-04-13,30.2
2015-04-15,32.65
2015-04-16,32.85
2015-04-17,33.45
2015-04-20,35.2
2015-04-21,35.35
2015-04-22,37.15
2015-04-23,38.7
2015-04-24,35.95
2015-04-27,33.0
2015-04-28,33.5
2015-04-29,34.0
2015-04-30,38.75
2015-05-04,42.1
2015-05-05,40.9
2015-05-06,39.1
2015-05-07,37.05
2015-05-08,41.65
2015-05-11,42.8
2015-05-12,39.95
2015-05-13,40.15
2015-05-14,40.65
2015-05-15,39.3
2015-05-18,43.0
2015-05-19,41.8
2015-05-20,43.1
2015-05-21,43.0
2015-05-22,41.4
2015-05-25,41.9
2015-05-26,40.5
2015-05-27,39.8
2015-05-28,39.5
2015-05-29,40.15
2015-06-01,47.35
2015-06-02,54.45
2015-06-03,52.2
2015-06-04,53.3
2015-06-05,62.65
2015-06-08,68.9
2015-06-09,75.2
2015-06-10,82.7
2015-06-11,78.6
2015-06-12,74.7
2015-06-15,71.0
2015-06-16,67.45
2015-06-17,64.1
2015-06-18,60.9
2015-06-19,58.25
2015-06-22,56.45
2015-06-23,53.65
2015-06-24,51.0
2015-06-25,53.55
2015-06-26,52.85
2015-06-29,55.25
2015-06-30,57.95
2015-07-01,60.8
2015-07-02,58.95
2015-07-03,56.2
2015-07-06,57.1
2015-07-07,59.85
2015-07-08,60.45
2015-07-09,59.15
2015-07-10,59.6
2015-07-13,60.65
2015-07-14,59.7
2015-07-15,59.8
2015-07-16,60.95
2015-07-17,59.95
2015-07-20,58.4
2015-07-21,58.85
2015-07-22,58.8
2015-07-23,57.4
2015-07-24,56.0
2015-07-27,58.7
2015-07-28,61.6
2015-07-29,64.65
2015-07-30,67.85
2015-07-31,71.2
2015-08-03,74.75
2015-08-04,78.45
2015-08-05,82.35
2015-08-06,84.4
2015-08-07,80.2
2015-08-10,76.2
2015-08-11,72.75
2015-08-12,76.35
2015-08-13,80.15
2015-08-14,84.15
2015-08-17,88.35
2015-08-18,92.75
2015-08-19,92.55
2015-08-20,88.85
2015-08-21,92.65
2015-08-24,88.05
2015-08-25,84.05
2015-08-26,79.85
2015-08-27,83.8
2015-08-28,85.35
2015-08-31,83.45
2015-09-01,79.5
2015-09-02,79.7
2015-09-03,83.65
2015-09-04,80.55
2015-09-07,78.7
2015-09-08,74.45
2015-09-09,78.9
2015-09-10,77.75
2015-09-11,78.95
2015-09-14,79.4
2015-09-15,84.8
2015-09-16,91.8
2015-09-18,100.95
2015-09-21,105.95
2015-09-22,110.95
2015-09-23,116.25
2015-09-24,115.2
2015-09-28,113.65
2015-09-29,116.25
2015-09-30,118.9
2015-10-01,124.8
2015-10-05,131.0
2015-10-06,137.55
2015-10-07,144.4
2015-10-08,137.2
2015-10-09,138.65
2015-10-12,145.55
2015-10-13,152.8
2015-10-14,160.4
2015-10-15,168.4
2015-10-16,176.8
2015-10-19,170.25
2015-10-20,178.2
2015-10-21,177.7
2015-10-23,180.4
2015-10-26,180.4
2015-10-27,183.65
2015-10-28,179.6
2015-10-29,176.9
2015-10-30,168.1
2015-11-02,159.7
2015-11-03,167.65
2015-11-04,176.0
2015-11-05,178.95
2015-11-06,178.65
2015-11-09,193.4
2015-11-10,210.85
2015-11-11,230.9
2015-11-13,238.25
2015-11-16,235.3
2015-11-17,223.95
2015-11-18,234.85
2015-11-19,246.55
2015-11-20,258.85
2015-11-23,271.75
2015-11-24,285.3
2015-11-26,299.55
2015-11-27,314.5
2015-11-30,330.2
2015-12-01,346.7
2015-12-02,364.0
2015-12-03,382.2
2015-12-04,401.3
2015-12-07,421.35
2015-12-08,442.4
2015-12-09,420.3
2015-12-10,399.3
2015-12-11,379.35
2015-12-14,360.4
2015-12-15,342.4
2015-12-16,325.3
2015-12-17,309.05
2015-12-18,293.6
2015-12-21,278.95
2015-12-22,265.05
2015-12-23,251.8
2015-12-24,239.25
2015-12-28,227.3
2015-12-29,215.95
2015-12-30,205.2
2015-12-31,194.95
2016-01-01,204.65
2016-01-04,214.85
2016-01-05,225.55
2016-01-06,236.8
2016-01-07,248.6
2016-01-08,261.0
2016-01-11,274.05
2016-01-12,287.75
2016-01-13,293.55
2016-01-14,296.55
2016-01-15,281.75
2016-01-18,267.7
2016-01-19,254.35
2016-01-20,241.65
2016-01-21,229.6
2016-01-22,241.05
2016-01-25,253.1
2016-01-27,250.6
2016-01-28,239.25
2016-01-29,251.2
2016-02-01,243.2
2016-02-02,239.1
2016-02-03,227.25
2016-02-04,216.3
2016-02-05,211.85
2016-02-08,211.5
2016-02-09,198.85
2016-02-10,179.35
2016-02-11,161.45
2016-02-12,153.4
2016-02-15,161.05
2016-02-16,162.5
2016-02-17,156.0
2016-02-18,148.3
2016-02-19,141.85
2016-02-22,148.9
2016-02-23,156.3
2016-02-24,154.35
2016-02-25,162.05
2016-02-26,170.15
2016-02-29,178.65
2016-03-01,187.55
2016-03-02,196.9
2016-03-03,206.7
2016-03-04,217.0
2016-03-08,227.85
2016-03-09,239.2
2016-03-10,251.15
2016-03-11,263.7
2016-03-14,276.85
