Date,UTISENSETF
2016-06-29,268.8
2016-06-30,273.55
2016-07-01,266.15
2016-07-04,266.5
2016-07-05,265.65
2016-07-07,267.1
2016-07-08,274.8
2016-07-11,280.0
2016-07-12,281.25
2016-07-13,281.75
2016-07-14,283.05
2016-07-15,280.97
2016-07-18,283.2
2016-07-19,281.7
2016-07-20,283.48
2016-07-21,283.95
2016-07-22,282.4
2016-07-25,285.9
2016-07-26,284.0
2016-07-27,282.2
2016-07-28,286.67
2016-07-29,285.7
2016-08-01,286.0
2016-08-02,283.7
2016-08-03,281.6
2016-08-04,280.15
2016-08-05,283.0
2016-08-08,284.25
2016-08-09,286.0
2016-08-10,282.0
2016-08-11,283.15
2016-08-12,284.3
2016-08-16,285.0
2016-08-17,291.0
2016-08-18,284.5
2016-08-19,285.2
2016-08-22,283.55
2016-08-23,283.3
2016-08-24,285.4
2016-08-25,283.65
2016-08-26,281.0
2016-08-29,283.95
2016-08-30,285.0
2016-08-31,288.4
2016-09-01,288.1
2016-09-02,290.05
2016-09-06,292.35
2016-09-07,293.3
2016-09-08,293.3
2016-09-09,294.3
2016-09-12,288.7
2016-09-14,287.0
2016-09-15,288.0
2016-09-16,288.3
2016-09-20,288.7
2016-09-21,290.3
2016-09-22,291.6
2016-09-26,289.2
2016-09-27,288.0
2016-09-28,286.55
2016-09-29,281.7
2016-09-30,283.5
2016-10-05,285.45
2016-10-06,286.55
2016-10-10,285.0
2016-10-13,280.0
2016-10-14,281.6
2016-10-17,281.15
2016-10-18,281.5
2016-10-19,283.55
2016-10-20,286.1
2016-10-21,285.1
2016-10-24,285.6
2016-10-25,285.3
2016-10-27,283.75
2016-10-28,284.05
2016-10-30,301.0
2016-11-01,284.51
2016-11-02,280.97
2016-11-03,281.05
2016-11-04,277.18
2016-11-07,279.25
2016-11-08,278.8
2016-11-09,277.0
2016-11-10,281.85
2016-11-11,272.65
2016-11-15,267.73
2016-11-16,268.49
2016-11-17,268.9
2016-11-18,269.35
2016-11-21,262.45
2016-11-22,263.9
2016-11-23,265.7
2016-11-24,264.05
2016-11-25,267.45
2016-11-28,269.2
2016-11-29,269.85
2016-11-30,272.0
2016-12-01,272.4
2016-12-02,268.4
2016-12-05,269.6
2016-12-06,269.4
2016-12-07,267.95
2016-12-08,270.6
2016-12-09,272.4
2016-12-12,270.7
2016-12-13,272.15
2016-12-14,271.25
2016-12-15,272.85
2016-12-16,270.0
2016-12-19,268.85
2016-12-20,269.8
2016-12-21,268.0
2016-12-22,264.45
2016-12-23,265.0
2016-12-26,262.55
2016-12-27,267.6
2016-12-30,270.4
2017-01-02,270.6
2017-01-03,270.9
2017-01-04,272.4
2017-01-05,275.05
2017-01-06,274.85
2017-01-09,273.9
2017-01-10,274.17
2017-01-11,277.85
2017-01-12,278.54
2017-01-13,278.8
2017-01-16,279.15
2017-01-17,279.0
2017-01-18,277.75
2017-01-19,279.2
2017-01-20,278.1
2017-01-24,278.1
2017-01-25,283.1
2017-01-27,285.1
2017-01-30,284.0
2017-01-31,282.3
2017-02-01,285.2
2017-02-02,288.7
2017-02-03,288.45
2017-02-06,290.1
2017-02-07,287.4
2017-02-08,289.4
2017-02-09,286.85
2017-02-10,288.64
2017-02-13,289.3
2017-02-14,288.6
2017-02-15,288.65
2017-02-16,287.65
2017-02-17,290.9
2017-02-20,292.0
2017-02-21,295.2
2017-02-22,296.0
2017-02-23,293.35
2017-02-27,295.3
2017-02-28,292.7
2017-03-01,294.8
2017-03-02,295.5
2017-03-03,294.0
2017-03-06,295.0
2017-03-07,296.0
2017-03-08,294.2
2017-03-09,294.2
2017-03-10,295.0
2017-03-14,300.15
2017-03-15,299.95
2017-03-16,301.1
2017-03-17,301.55
2017-03-20,300.95
2017-03-21,300.0
2017-03-22,297.45
2017-03-23,299.0
2017-03-24,301.0
2017-03-27,300.0
2017-03-29,300.4
2017-03-30,300.65
2017-03-31,304.15
2017-04-05,307.0
2017-04-06,306.0
2017-04-07,305.0
2017-04-12,304.5
2017-04-13,302.7
2017-04-17,300.1
2017-04-18,303.2
2017-04-19,298.65
2017-04-20,300.4
2017-04-21,299.2
2017-04-24,302.35
2017-04-25,303.85
2017-04-26,306.55
2017-04-27,306.95
2017-04-28,304.65
2017-05-02,307.0
2017-05-03,304.0
2017-05-04,308.95
2017-05-05,304.55
2017-05-09,305.35
2017-05-10,308.25
2017-05-11,309.5
2017-05-12,306.6
2017-05-15,311.0
2017-05-17,315.8
2017-05-18,312.0
2017-05-19,314.25
2017-05-22,314.0
2017-05-24,310.6
2017-05-25,313.35
2017-05-26,316.0
2017-05-29,317.02
2017-05-30,317.95
2017-05-31,318.1
2017-06-01,318.1
2017-06-02,319.8
2017-06-05,320.2
2017-06-07,322.25
2017-06-08,322.05
2017-06-09,319.05
2017-06-13,319.4
2017-06-16,319.68
2017-06-19,319.1
2017-06-20,319.35
2017-06-21,323.5
2017-06-22,321.15
2017-06-23,323.0
2017-06-27,317.65
2017-06-28,317.45
2017-06-29,313.65
2017-06-30,315.5
2017-07-03,318.4
2017-07-04,320.0
2017-07-05,319.0
2017-07-06,323.8
2017-07-10,324.55
2017-07-11,325.0
2017-07-12,326.5
2017-07-13,329.3
2017-07-14,329.45
2017-07-17,329.0
2017-07-18,328.0
2017-07-19,326.0
2017-07-20,330.45
2017-07-21,328.0
2017-07-24,329.0
2017-07-25,330.0
2017-07-26,331.34
2017-07-27,336.0
2017-07-28,333.45
2017-07-31,336.9
2017-08-01,335.0
2017-08-02,334.6
2017-08-03,331.75
2017-08-04,331.7
2017-08-07,331.7
2017-08-08,327.0
2017-08-09,331.0
2017-08-10,326.45
2017-08-11,322.65
2017-08-14,326.3
2017-08-16,325.05
2017-08-17,328.9
2017-08-18,326.0
2017-08-21,325.85
2017-08-22,325.45
2017-08-24,326.9
2017-08-28,329.5
2017-08-29,324.65
2017-08-31,327.7
2017-09-01,329.02
2017-09-04,330.3
2017-09-05,328.05
2017-09-07,326.0
2017-09-12,331.25
2017-09-13,334.1
2017-09-14,334.45
2017-09-18,336.45
2017-09-22,330.75
2017-09-25,326.95
2017-09-26,327.05
2017-09-29,324.0
2017-10-03,327.25
2017-10-04,327.35
2017-10-05,329.05
2017-10-11,329.15
2017-10-12,327.0
2017-10-13,336.35
2017-10-16,336.6
2017-10-19,337.57
2017-10-23,336.95
2017-10-24,337.0
2017-10-25,341.2
2017-10-26,343.0
2017-10-27,344.05
2017-10-30,338.9
2017-10-31,340.0
2017-11-01,349.5
2017-11-02,349.1
2017-11-03,350.25
2017-11-06,353.0
2017-11-07,344.84
2017-11-09,344.5
2017-11-10,345.0
2017-11-14,340.9
2017-11-15,339.3
2017-11-17,344.52
2017-11-20,345.7
2017-11-22,348.5
2017-11-23,347.55
2017-11-24,348.95
2017-11-27,348.3
2017-11-29,348.8
2017-11-30,346.95
2017-12-01,341.0
2017-12-05,341.0
2017-12-06,342.44
2017-12-08,343.7
2017-12-12,344.45
2017-12-13,343.15
2017-12-14,344.7
2017-12-15,345.0
2017-12-18,350.55
2017-12-19,346.65
2017-12-22,349.8
2017-12-26,345.0
2017-12-27,367.9
2017-12-28,365.5
2017-12-29,360.0
