Date,KPIT
2013-01-01,109.7
2013-01-02,109.15
2013-01-03,108.05
2013-01-04,110.85
2013-01-07,109.45
2013-01-08,109.5
2013-01-09,110.45
2013-01-10,111.1
2013-01-11,114.15
2013-01-14,116.9
2013-01-15,118.1
2013-01-16,115.85
2013-01-17,117.65
2013-01-18,117.55
2013-01-21,118.1
2013-01-22,115.75
2013-01-23,113.4
2013-01-24,108.45
2013-01-25,112.45
2013-01-28,115.0
2013-01-29,115.95
2013-01-30,111.5
2013-01-31,112.35
2013-02-01,110.95
2013-02-04,110.9
2013-02-05,111.1
2013-02-06,111.0
2013-02-07,110.45
2013-02-08,109.05
2013-02-11,109.45
2013-02-12,106.0
2013-02-13,105.35
2013-02-14,108.4
2013-02-15,106.1
2013-02-18,110.45
2013-02-19,111.15
2013-02-20,109.85
2013-02-21,109.5
2013-02-22,109.4
2013-02-25,110.25
2013-02-26,105.25
2013-02-27,106.05
2013-02-28,107.9
2013-03-01,107.05
2013-03-04,101.9
2013-03-05,104.25
2013-03-06,105.45
2013-03-07,109.0
2013-03-08,109.3
2013-03-11,107.3
2013-03-12,105.6
2013-03-13,104.6
2013-03-14,105.1
2013-03-15,104.8
2013-03-18,104.8
2013-03-19,104.4
2013-03-20,103.05
2013-03-21,102.95
2013-03-22,100.95
2013-03-25,99.85
2013-03-26,95.95
2013-03-28,96.7
2013-04-01,98.0
2013-04-02,98.75
2013-04-03,98.45
2013-04-04,93.85
2013-04-05,95.2
2013-04-08,97.75
2013-04-09,96.95
2013-04-10,96.9
2013-04-11,97.35
2013-04-12,95.55
2013-04-15,96.55
2013-04-16,97.25
2013-04-17,96.8
2013-04-18,96.15
2013-04-22,96.0
2013-04-23,94.3
2013-04-25,93.3
2013-04-26,94.85
2013-04-29,97.75
2013-04-30,103.95
2013-05-02,105.75
2013-05-03,103.8
2013-05-06,106.75
2013-05-07,106.1
2013-05-08,107.1
2013-05-09,105.85
2013-05-10,102.3
2013-05-11,103.35
2013-05-13,102.1
2013-05-14,101.7
2013-05-15,103.75
2013-05-16,102.5
2013-05-17,105.6
2013-05-20,109.0
2013-05-21,110.2
2013-05-22,111.25
2013-05-23,106.25
2013-05-24,105.95
2013-05-27,107.9
2013-05-28,107.3
2013-05-29,111.25
2013-05-30,108.35
2013-05-31,107.75
2013-06-03,111.2
2013-06-04,115.85
2013-06-05,118.3
2013-06-06,116.55
2013-06-07,118.2
2013-06-10,121.9
2013-06-11,116.9
2013-06-12,116.7
2013-06-13,110.7
2013-06-14,114.2
2013-06-17,117.65
2013-06-18,117.05
2013-06-19,118.2
2013-06-20,118.2
2013-06-21,121.4
2013-06-24,118.7
2013-06-25,118.6
2013-06-26,119.3
2013-06-27,121.95
2013-06-28,122.0
2013-07-01,118.4
2013-07-02,120.0
2013-07-03,119.55
2013-07-04,119.95
2013-07-05,119.9
2013-07-08,122.65
2013-07-09,124.15
2013-07-10,124.75
2013-07-11,125.2
2013-07-12,127.45
2013-07-15,127.75
2013-07-16,126.65
2013-07-17,128.0
2013-07-18,125.6
2013-07-19,130.5
2013-07-22,131.3
2013-07-23,133.95
2013-07-24,132.6
2013-07-25,132.1
2013-07-26,132.95
2013-07-29,131.2
2013-07-30,130.9
2013-07-31,126.1
2013-08-01,124.65
2013-08-02,126.45
2013-08-05,128.55
2013-08-06,132.35
2013-08-07,131.7
2013-08-08,127.85
2013-08-12,129.95
2013-08-13,139.4
2013-08-14,134.95
2013-08-16,139.4
2013-08-19,134.15
2013-08-20,126.75
2013-08-21,126.6
2013-08-22,129.4
2013-08-23,132.05
2013-08-26,132.65
2013-08-27,129.4
2013-08-28,128.75
2013-08-29,134.5
2013-08-30,132.0
2013-09-02,132.35
2013-09-03,130.3
2013-09-04,131.6
2013-09-05,133.95
2013-09-06,133.55
2013-09-10,139.5
2013-09-11,144.4
2013-09-12,147.15
2013-09-13,141.05
2013-09-16,134.6
2013-09-17,138.2
2013-09-18,137.0
2013-09-19,134.5
2013-09-20,131.75
2013-09-23,132.55
2013-09-24,132.0
2013-09-25,134.45
2013-09-26,133.0
2013-09-27,130.85
2013-09-30,130.6
2013-10-01,130.7
2013-10-03,133.45
2013-10-04,139.1
2013-10-07,142.9
2013-10-08,145.8
2013-10-09,147.0
2013-10-10,145.35
2013-10-11,145.2
2013-10-14,145.9
2013-10-15,140.35
2013-10-17,138.9
2013-10-18,141.95
2013-10-21,144.8
2013-10-22,146.95
2013-10-23,144.6
2013-10-24,145.5
2013-10-25,145.05
2013-10-28,146.15
2013-10-29,146.5
2013-10-30,146.5
2013-10-31,146.9
2013-11-01,142.3
2013-11-03,143.95
2013-11-05,146.95
2013-11-06,149.75
2013-11-07,151.9
2013-11-08,152.5
2013-11-11,150.5
2013-11-12,149.05
2013-11-13,150.5
2013-11-14,149.15
2013-11-18,148.3
2013-11-19,145.25
2013-11-20,147.0
2013-11-21,143.2
2013-11-22,143.5
2013-11-25,145.85
2013-11-26,141.65
2013-11-27,141.95
2013-11-28,141.95
2013-11-29,144.1
2013-12-02,145.25
2013-12-03,146.3
2013-12-04,146.3
2013-12-05,145.95
2013-12-06,146.85
2013-12-09,149.85
2013-12-10,150.0
2013-12-11,152.15
2013-12-12,149.8
2013-12-13,148.35
2013-12-16,156.05
2013-12-17,157.6
2013-12-18,165.0
2013-12-19,165.7
2013-12-20,168.55
2013-12-23,163.5
2013-12-24,165.4
2013-12-26,170.7
2013-12-27,173.25
2013-12-30,174.45
2013-12-31,171.4
