Date,LINCPEN
2015-12-17,196.7
2015-12-18,207.65
2015-12-21,219.2
2015-12-22,216.2
2015-12-23,215.4
2015-12-24,217.7
2015-12-28,223.4
2015-12-29,218.75
2015-12-30,216.8
2015-12-31,217.2
2016-01-01,218.55
2016-01-04,216.6
2016-01-05,220.15
2016-01-06,238.15
2016-01-07,227.35
2016-01-08,235.0
2016-01-11,235.0
2016-01-12,226.25
2016-01-13,216.45
2016-01-14,214.8
2016-01-15,211.5
2016-01-18,201.45
2016-01-19,213.95
2016-01-20,205.05
2016-01-21,208.45
2016-01-22,211.2
2016-01-25,212.25
2016-01-27,210.65
2016-01-28,210.3
2016-01-29,210.75
2016-02-01,207.35
2016-02-02,206.7
2016-02-03,198.4
2016-02-04,191.75
2016-02-05,199.8
2016-02-08,190.85
2016-02-09,185.95
2016-02-10,185.6
2016-02-11,176.35
2016-02-12,172.7
2016-02-15,181.2
2016-02-16,173.65
2016-02-17,172.45
2016-02-18,173.75
2016-02-19,175.05
2016-02-22,175.15
2016-02-23,174.9
2016-02-24,174.8
2016-02-25,170.8
2016-02-26,173.45
2016-02-29,173.7
2016-03-01,176.9
2016-03-02,181.4
2016-03-03,188.95
2016-03-04,185.8
2016-03-08,182.95
2016-03-09,187.85
2016-03-10,182.2
2016-03-11,181.5
2016-03-14,186.55
2016-03-15,181.35
2016-03-16,182.4
2016-03-17,182.4
2016-03-18,182.95
2016-03-21,195.55
2016-03-22,194.6
2016-03-23,194.8
2016-03-28,187.9
2016-03-29,182.75
2016-03-30,187.1
2016-03-31,186.95
2016-04-01,190.0
2016-04-04,193.0
2016-04-05,193.4
2016-04-06,195.9
2016-04-07,192.45
2016-04-08,189.85
2016-04-11,189.0
2016-04-12,187.8
2016-04-13,191.7
2016-04-18,191.8
2016-04-20,188.45
2016-04-21,186.05
2016-04-22,186.95
2016-04-25,188.0
2016-04-26,189.95
2016-04-27,192.45
2016-04-28,195.0
2016-04-29,192.25
2016-05-02,193.6
2016-05-03,191.35
2016-05-04,189.5
2016-05-05,192.35
2016-05-06,189.7
2016-05-09,193.5
2016-05-10,193.0
2016-05-11,193.2
2016-05-12,192.65
2016-05-13,191.9
2016-05-16,191.05
2016-05-17,191.0
2016-05-18,190.5
2016-05-19,188.0
2016-05-20,187.55
2016-05-23,189.25
2016-05-24,189.25
2016-05-25,203.4
2016-05-26,207.1
2016-05-27,204.65
2016-05-30,205.4
2016-05-31,201.65
2016-06-01,209.55
2016-06-02,207.35
2016-06-03,205.35
2016-06-06,209.2
2016-06-07,212.05
2016-06-08,212.0
2016-06-09,206.75
2016-06-10,207.9
2016-06-13,203.9
2016-06-14,202.95
2016-06-15,211.7
2016-06-16,229.15
2016-06-17,234.0
2016-06-20,232.0
2016-06-21,232.1
2016-06-22,232.0
2016-06-23,234.95
2016-06-24,229.75
2016-06-27,250.1
2016-06-28,243.45
2016-06-29,245.6
2016-06-30,245.4
2016-07-01,244.95
2016-07-04,246.25
2016-07-05,239.85
2016-07-07,242.35
2016-07-08,245.9
2016-07-11,247.0
2016-07-12,248.45
2016-07-13,240.4
2016-07-14,254.2
2016-07-15,254.9
2016-07-18,259.85
2016-07-19,269.0
2016-07-20,279.05
2016-07-21,285.55
2016-07-22,278.55
2016-07-25,279.35
2016-07-26,276.25
2016-07-27,277.35
2016-07-28,276.15
2016-07-29,274.3
2016-08-01,273.85
2016-08-02,263.75
2016-08-03,263.1
2016-08-04,264.0
2016-08-05,264.1
2016-08-08,265.0
2016-08-09,261.25
2016-08-10,258.9
2016-08-11,259.0
2016-08-12,262.9
2016-08-16,258.0
2016-08-17,261.05
2016-08-18,258.05
2016-08-19,260.75
2016-08-22,260.0
2016-08-23,288.7
2016-08-24,288.25
2016-08-25,280.0
2016-08-26,276.8
2016-08-29,275.7
2016-08-30,277.6
2016-08-31,283.15
2016-09-01,280.5
2016-09-02,279.9
2016-09-06,278.35
2016-09-07,275.15
2016-09-08,279.85
2016-09-09,284.8
2016-09-12,280.75
2016-09-14,284.15
2016-09-15,282.0
2016-09-16,281.45
2016-09-19,279.4
2016-09-20,273.0
2016-09-21,274.25
2016-09-22,271.05
2016-09-23,271.25
2016-09-26,274.65
2016-09-27,270.7
2016-09-28,272.2
2016-09-29,260.2
2016-09-30,263.55
2016-10-03,271.3
2016-10-04,272.15
2016-10-05,279.25
2016-10-06,281.2
2016-10-07,267.85
2016-10-10,262.6
2016-10-13,257.7
2016-10-14,263.4
2016-10-17,261.3
2016-10-18,262.85
2016-10-19,259.75
2016-10-20,261.35
2016-10-21,259.95
2016-10-24,260.0
2016-10-25,259.8
2016-10-26,260.35
2016-10-27,260.4
2016-10-28,260.35
2016-10-30,260.7
2016-11-01,260.4
2016-11-02,259.1
2016-11-03,255.75
2016-11-04,254.05
2016-11-07,257.35
2016-11-08,254.85
2016-11-09,256.35
2016-11-10,251.35
2016-11-11,251.25
2016-11-15,240.0
2016-11-16,245.5
2016-11-17,237.3
2016-11-18,244.55
2016-11-21,222.2
2016-11-22,226.85
2016-11-23,230.25
2016-11-24,231.8
2016-11-25,233.9
2016-11-28,234.6
2016-11-29,235.0
2016-11-30,237.9
2016-12-01,235.55
2016-12-02,242.85
2016-12-05,243.75
2016-12-06,241.0
2016-12-07,237.55
2016-12-08,237.35
2016-12-09,236.3
2016-12-12,236.55
2016-12-13,234.3
2016-12-14,232.45
2016-12-15,233.5
2016-12-16,231.1
2016-12-19,231.35
2016-12-20,224.25
2016-12-21,229.05
2016-12-22,228.2
2016-12-23,230.25
2016-12-26,232.75
2016-12-27,235.7
2016-12-28,237.45
2016-12-29,235.35
2016-12-30,230.3
2017-01-02,231.2
2017-01-03,238.35
2017-01-04,232.1
2017-01-05,230.25
2017-01-06,233.3
2017-01-09,240.3
2017-01-10,243.55
2017-01-11,247.75
2017-01-12,270.85
2017-01-13,266.05
2017-01-16,267.95
2017-01-17,274.55
2017-01-18,277.35
2017-01-19,283.4
2017-01-20,281.45
2017-01-23,282.25
2017-01-24,279.9
2017-01-25,278.6
2017-01-27,279.3
2017-01-30,277.55
2017-01-31,277.45
2017-02-01,275.5
2017-02-02,272.45
2017-02-03,266.9
2017-02-06,262.85
2017-02-07,256.1
2017-02-08,258.05
2017-02-09,258.8
2017-02-10,260.7
2017-02-13,261.85
2017-02-14,259.4
2017-02-15,256.6
2017-02-16,264.05
2017-02-17,260.8
2017-02-20,257.3
2017-02-21,256.15
2017-02-22,251.45
2017-02-23,251.25
2017-02-27,262.55
2017-02-28,260.2
2017-03-01,262.9
2017-03-02,256.95
2017-03-03,241.65
2017-03-06,248.25
2017-03-07,250.1
2017-03-08,248.55
2017-03-09,256.65
2017-03-10,256.5
2017-03-14,258.35
2017-03-15,253.05
2017-03-16,254.5
2017-03-17,252.25
2017-03-20,253.35
2017-03-21,257.0
2017-03-22,259.05
2017-03-23,254.9
2017-03-24,262.2
2017-03-27,308.65
2017-03-28,318.4
2017-03-29,304.95
2017-03-30,306.2
2017-03-31,292.2
2017-04-03,295.6
2017-04-05,292.7
2017-04-06,293.35
2017-04-07,283.35
2017-04-10,299.6
2017-04-11,296.45
2017-04-12,294.8
2017-04-13,293.15
2017-04-17,294.4
2017-04-18,287.85
2017-04-19,290.45
2017-04-20,289.25
2017-04-21,288.55
2017-04-24,296.05
2017-04-25,300.2
2017-04-26,299.45
2017-04-27,302.95
2017-04-28,291.25
2017-05-02,290.7
2017-05-03,292.9
2017-05-04,286.45
2017-05-05,283.45
2017-05-08,291.2
2017-05-09,292.2
2017-05-10,292.15
2017-05-11,291.55
2017-05-12,286.15
2017-05-15,286.1
2017-05-16,283.9
2017-05-17,278.9
2017-05-18,280.5
2017-05-19,274.7
2017-05-22,275.25
2017-05-23,264.55
2017-05-24,259.0
2017-05-25,259.6
2017-05-26,269.25
2017-05-29,267.15
2017-05-30,264.6
2017-05-31,268.85
2017-06-01,266.25
2017-06-02,265.25
2017-06-05,269.6
2017-06-06,264.35
2017-06-07,262.7
2017-06-08,262.45
2017-06-09,262.3
2017-06-12,262.65
2017-06-13,271.5
2017-06-14,275.8
2017-06-15,288.6
2017-06-16,285.3
2017-06-19,286.85
2017-06-20,285.2
2017-06-21,281.5
2017-06-22,292.65
2017-06-23,283.05
2017-06-27,274.0
2017-06-28,274.95
2017-06-29,273.6
2017-06-30,272.6
2017-07-03,273.9
2017-07-04,272.15
2017-07-05,280.15
2017-07-06,280.1
2017-07-07,279.4
2017-07-10,276.7
2017-07-11,272.7
2017-07-12,278.0
2017-07-13,287.6
2017-07-14,278.95
2017-07-17,281.35
2017-07-18,279.95
2017-07-19,280.5
2017-07-20,279.65
2017-07-21,273.95
2017-07-24,275.55
2017-07-25,270.85
2017-07-26,271.25
2017-07-27,268.2
2017-07-28,266.6
2017-07-31,265.05
2017-08-01,265.1
2017-08-02,263.0
2017-08-03,263.05
2017-08-04,262.15
2017-08-07,264.5
2017-08-08,259.0
2017-08-09,256.75
2017-08-10,249.4
2017-08-11,249.9
2017-08-14,251.5
2017-08-16,249.25
2017-08-17,250.05
2017-08-18,247.25
2017-08-21,244.65
2017-08-22,244.2
2017-08-23,242.6
2017-08-24,237.7
2017-08-28,240.4
2017-08-29,240.45
2017-08-30,240.5
2017-08-31,238.95
2017-09-01,240.35
2017-09-04,241.7
2017-09-05,245.6
2017-09-06,241.2
2017-09-07,241.25
2017-09-08,239.9
2017-09-11,236.3
2017-09-12,231.95
2017-09-13,232.35
2017-09-14,233.4
2017-09-15,234.25
2017-09-18,232.55
2017-09-19,234.1
2017-09-20,232.25
2017-09-21,232.85
2017-09-22,228.95
2017-09-25,225.2
2017-09-26,225.3
2017-09-27,225.2
2017-09-28,224.2
2017-09-29,225.8
2017-10-03,223.0
2017-10-04,231.35
2017-10-05,241.3
2017-10-06,243.7
2017-10-09,243.0
2017-10-10,244.8
2017-10-11,248.5
2017-10-12,253.7
2017-10-13,251.25
2017-10-16,248.05
2017-10-17,247.75
2017-10-18,246.05
2017-10-19,248.1
2017-10-23,243.25
2017-10-24,240.45
2017-10-25,248.85
2017-10-26,255.55
2017-10-27,247.15
2017-10-30,247.7
2017-10-31,246.8
2017-11-01,251.7
2017-11-02,250.55
2017-11-03,247.3
2017-11-06,245.25
2017-11-07,244.9
2017-11-08,241.8
2017-11-09,242.7
2017-11-10,248.0
2017-11-13,249.55
2017-11-14,246.1
2017-11-15,241.25
2017-11-16,245.4
2017-11-17,254.45
2017-11-20,275.7
2017-11-21,271.3
2017-11-22,283.35
2017-11-23,281.0
2017-11-24,301.35
2017-11-27,278.55
2017-11-28,282.35
2017-11-29,292.55
2017-11-30,293.85
2017-12-01,299.7
2017-12-04,297.2
2017-12-05,295.2
2017-12-06,303.95
2017-12-07,310.8
2017-12-08,312.45
2017-12-11,353.3
2017-12-12,365.65
2017-12-13,364.65
2017-12-14,358.05
2017-12-15,343.05
2017-12-18,342.6
2017-12-19,342.15
2017-12-20,339.25
2017-12-21,339.2
2017-12-22,340.9
2017-12-26,342.3
2017-12-27,339.15
2017-12-28,338.8
2017-12-29,360.65
